...1,alternative.id,container.title,created,deposited,published.print,doi,indexed,issn,issue,issued,member,page,prefix,publisher,score,source,reference.count,references.count,is.referenced.by.count,subject,title,type,update.policy,url,volume,abstract,language,short.container.title,published.online,paper
340,10.1128/JB.00040-07,Journal of Bacteriology,2/17/07,7/29/21,2007-05,10.1128/jb.00040-07,2/15/23,"0021-9193,1098-5530",9,2007-05,235,3655-3659,10.1128,American Society for Microbiology,0.99749255,Crossref,23,23,61,"Molecular Biology,Microbiology","A Riboswitch Regulates Expression of the Coenzyme B
            <sub>12</sub>
            -Independent Methionine Synthase in
            <i>Mycobacterium tuberculosis</i>
            : Implications for Differential Methionine Synthase Function in Strains H37Rv and CDC1551",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jb.00040-07,189,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            We observed vitamin B
            <jats:sub>12</jats:sub>
            -mediated growth inhibition of
            <jats:italic>Mycobacterium tuberculosis</jats:italic>
            strain CDC1551. The B
            <jats:sub>12</jats:sub>
            sensitivity was mapped to a polymorphism in
            <jats:italic>metH</jats:italic>
            , encoding a coenzyme B
            <jats:sub>12</jats:sub>
            -dependent methionine synthase. Vitamin B
            <jats:sub>12</jats:sub>
            -resistant suppressor mutants of CDC1551 containing mutations in a B
            <jats:sub>12</jats:sub>
            riboswitch upstream of the
            <jats:italic>metE</jats:italic>
            gene, which encodes a B
            <jats:sub>12</jats:sub>
            -independent methionine synthase, were isolated. Expression analysis confirmed that the B
            <jats:sub>12</jats:sub>
            riboswitch is a transcriptional regulator of
            <jats:italic>metE</jats:italic>
            in
            <jats:italic>M. tuberculosis</jats:italic>
            .
          </jats:p>",en,J Bacteriol,NA,https://journals.asm.org/doi/10.1128/jb.00040-07
344,10.1128/JB.01415-09,Journal of Bacteriology,1/9/10,10/20/21,2010-03,10.1128/jb.01415-09,2/18/23,"0021-9193,1098-5530",5,2010-03,235,1473-1474,10.1128,American Society for Microbiology,0.9971359,Crossref,15,15,23,"Molecular Biology,Microbiology","Complete Genome Sequence of<i>Listeria seeligeri</i>, a Nonpathogenic Member of the Genus<i>Listeria</i>",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jb.01415-09,192,<jats:title>ABSTRACT</jats:title><jats:p>We report the complete and annotated genome sequence of the nonpathogenic<jats:italic>L</jats:italic><jats:italic>isteria seeligeri</jats:italic>SLCC3954 serovar 1/2b type strain harboring the smallest completely sequenced genome of the genus<jats:italic>Listeria</jats:italic>.</jats:p>,en,J Bacteriol,NA,https://journals.asm.org/doi/10.1128/jb.01415-09
349,10.1128/JB.00681-12,Journal of Bacteriology,10/8/12,7/29/21,2012-11,10.1128/jb.00681-12,2/20/23,"0021-9193,1098-5530",21,2012-11,235,6004-6004,10.1128,American Society for Microbiology,0.9969513,Crossref,9,9,13,"Molecular Biology,Microbiology",Genome Sequence of Pectobacterium sp. Strain SCC3193,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jb.00681-12,194,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            We report the complete and annotated genome sequence of the plant-pathogenic enterobacterium
            <jats:named-content xmlns:xlink=""http://www.w3.org/1999/xlink"" content-type=""genus-species"" xlink:type=""simple"">Pectobacterium</jats:named-content>
            sp. strain SCC3193, a model strain isolated from potato in Finland. The
            <jats:named-content xmlns:xlink=""http://www.w3.org/1999/xlink"" content-type=""genus-species"" xlink:type=""simple"">Pectobacterium</jats:named-content>
            sp. SCC3193 genome consists of a 516,411-bp chromosome, with no plasmids.
          </jats:p>",en,J Bacteriol,NA,https://journals.asm.org/doi/10.1128/jb.00681-12
360,10.1128/JB.00651-13,Journal of Bacteriology,10/5/13,7/29/21,12/15/13,10.1128/jb.00651-13,9/7/22,"0021-9193,1098-5530",24,12/15/13,235,5479-5486,10.1128,American Society for Microbiology,0.99654055,Crossref,34,34,18,"Molecular Biology,Microbiology",Description of a Riboflavin Biosynthetic Gene Variant Prevalent in the Phylum Proteobacteria,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jb.00651-13,195,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            Riboflavin (vitamin B
            <jats:sub>2</jats:sub>
            ) is the precursor of flavin mononucleotide and flavin adenine dinucleotide, which are cofactors essential for a host of intracellular redox reactions. Microorganisms synthesize flavins
            <jats:italic>de novo</jats:italic>
            to fulfill nutritional requirements, but it is becoming increasingly clear that flavins play a wider role in cellular physiology than was previously appreciated. Flavins mediate diverse processes beyond the cytoplasmic membrane, including iron acquisition, extracellular respiration, and interspecies interactions. While investigating the regulation of flavin electron shuttle biosynthesis in the Gram-negative gammaproteobacterium
            <jats:named-content xmlns:xlink=""http://www.w3.org/1999/xlink"" content-type=""genus-species"" xlink:type=""simple"">Shewanella oneidensis</jats:named-content>
            , we discovered that a riboflavin biosynthetic gene (
            <jats:italic>ribBA</jats:italic>
            ) annotated as encoding a bifunctional 3,4-dihydroxy-2-butanone 4-phosphate (DHBP) synthase/GTP cyclohydrolase II does not possess both functions. The novel gene, renamed
            <jats:italic>ribBX</jats:italic>
            here, encodes an amino-terminal DHBP synthase domain. The carboxy-terminal end of RibBX not only lacks GTP cyclohydrolase II activity but also has evolved a different function altogether in
            <jats:named-content xmlns:xlink=""http://www.w3.org/1999/xlink"" content-type=""genus-species"" xlink:type=""simple"">S. oneidensis</jats:named-content>
            , regulating the activity of the DHBP synthase domain. Phylogenetic analysis revealed that the misannotation of
            <jats:italic>ribBX</jats:italic>
            as
            <jats:italic>ribBA</jats:italic>
            is rampant throughout the phylum
            <jats:named-content xmlns:xlink=""http://www.w3.org/1999/xlink"" content-type=""genus-species"" xlink:type=""simple"">Proteobacteria</jats:named-content>
            (40% of 2,173 annotated
            <jats:italic>ribBA</jats:italic>
            genes) and that
            <jats:italic>ribBX</jats:italic>
            emerged early in the evolution of this group of microorganisms. We examined the functionality of representative
            <jats:italic>ribBX</jats:italic>
            genes from
            <jats:italic>Beta</jats:italic>
            -,
            <jats:italic>Gamma</jats:italic>
            -, and
            <jats:named-content xmlns:xlink=""http://www.w3.org/1999/xlink"" content-type=""genus-species"" xlink:type=""simple"">Epsilonproteobacteria</jats:named-content>
            and found that, consistent with sequence-based predictions, the encoded GTP cyclohydrolase II domains lack catalytic activity. The persistence of
            <jats:italic>ribBX</jats:italic>
            in the genomes of so many phylogenetically divergent bacterial species lends weight to the argument that
            <jats:italic>ribBX</jats:italic>
            has evolved a function which lends a selective advantage to the host.
          </jats:p>",en,J Bacteriol,NA,https://journals.asm.org/doi/10.1128/jb.00651-13
366,10.1128/JB.06664-11,Journal of Bacteriology,3/9/12,7/29/21,2012-04,10.1128/jb.06664-11,1/24/23,"0021-9193,1098-5530",7,2012-04,235,1835-1836,10.1128,American Society for Microbiology,0.9956768,Crossref,13,13,13,"Molecular Biology,Microbiology",Draft Genome of Halomonas Species Strain GFAJ-1 (ATCC BAA-2256),journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jb.06664-11,194,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            <jats:named-content xmlns:xlink=""http://www.w3.org/1999/xlink"" content-type=""genus-species"" xlink:type=""simple"">Halomonas</jats:named-content>
            strain GFAJ-1 was reported in
            <jats:italic>Science</jats:italic>
            magazine to be a remarkable microbe for which there was “arsenate in macromolecules that normally contain phosphate, most notably nucleic acids.” The draft genome of the bacterium was determined (NCBI accession numbers
            <jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""gen"" xlink:href=""AHBC01000001"">AHBC01000001</jats:ext-link>
            through
            <jats:ext-link xmlns:xlink=""http://www.w3.org/1999/xlink"" ext-link-type=""gen"" xlink:href=""AHBC01000103"">AHBC01000103</jats:ext-link>
            ). It appears to be a typical gamma proteobacterium.
          </jats:p>",en,J Bacteriol,NA,https://journals.asm.org/doi/10.1128/jb.06664-11
367,10.1128/JB.01901-06,Journal of Bacteriology,3/31/07,7/29/21,2007-06,10.1128/jb.01901-06,2/14/23,"0021-9193,1098-5530",11,2007-06,235,4078-4086,10.1128,American Society for Microbiology,0.99560565,Crossref,53,53,61,"Molecular Biology,Microbiology","Zinc-Responsive Regulation of Alternative Ribosomal Protein Genes in
            <i>Streptomyces coelicolor</i>
            Involves Zur and σ
            <sup>R</sup>",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jb.01901-06,189,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            <jats:italic>Streptomyces coelicolor</jats:italic>
            contains paralogous versions of seven ribosomal proteins (S14, S18, L28, L31, L32, L33, and L36), which differ in their potential to bind structural zinc. The paralogues are termed C
            <jats:sup>+</jats:sup>
            or C
            <jats:sup>−</jats:sup>
            on the basis of the presence or absence of putative cysteine ligands. Here, mutational studies suggest that the C
            <jats:sup>−</jats:sup>
            version of L31 can functionally replace its C
            <jats:sup>+</jats:sup>
            paralogue only when expressed at an artificially elevated level. We show that the level of expression of four transcriptional units encoding C
            <jats:sup>−</jats:sup>
            proteins is elevated under conditions of zinc deprivation. Zur controls the expression of three transcriptional units (including
            <jats:italic>rpmG2</jats:italic>
            ,
            <jats:italic>rpmE2</jats:italic>
            ,
            <jats:italic>rpmB2</jats:italic>
            ,
            <jats:italic>rpsN2</jats:italic>
            ,
            <jats:italic>rpmF2</jats:italic>
            , and possibly
            <jats:italic>rpsR2</jats:italic>
            ). Zur also controls the expression of the
            <jats:italic>znuACB</jats:italic>
            operon, which is predicted to encode a high-affinity zinc transport system. Surprisingly, the zinc-responsive control of the
            <jats:italic>rpmG3-rpmJ2</jats:italic>
            operon is dictated by σ
            <jats:sup>R</jats:sup>
            , a sigma factor that was previously shown to control the response to disulfide stress in
            <jats:italic>S. coelicolor</jats:italic>
            . The induction of σ
            <jats:sup>R</jats:sup>
            activity during zinc limitation establishes an important link between thiol-disulfide metabolism and zinc homeostasis.
          </jats:p>",en,J Bacteriol,NA,https://journals.asm.org/doi/10.1128/jb.01901-06
424,10.1128/JCM.39.6.2313-2316.2001,Journal of Clinical Microbiology,7/27/02,3/5/22,2001-06,10.1128/jcm.39.6.2313-2316.2001,2/9/23,"0095-1137,1098-660X",6,2001-06,235,2313-2316,10.1128,American Society for Microbiology,0.9986814,Crossref,26,26,66,Microbiology (medical),Genotypic Diversity of Mutans Streptococci in Brazilian Nursery Children Suggests Horizontal Transmission,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jcm.39.6.2313-2316.2001,39,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            <jats:italic>Streptococcus mutans</jats:italic>
            strains were isolated from cohorts of Brazilian nursery school children and genotyped by arbitrarily primed PCR and restriction fragment length polymorphism analysis. Of 24 children with two to five
            <jats:italic>S. mutans</jats:italic>
            isolates, 29% carried two or more genotypes. The presence of matching genotypes of
            <jats:italic>S. mutans</jats:italic>
            among children attending one nursery suggests horizontal transmission.
          </jats:p>",en,J Clin Microbiol,NA,https://journals.asm.org/doi/10.1128/jcm.39.6.2313-2316.2001
425,10.1128/JCM.00661-14,Journal of Clinical Microbiology,4/24/14,3/5/22,2014-07,10.1128/jcm.00661-14,12/19/22,"0095-1137,1098-660X",7,2014-07,235,2637-2640,10.1128,American Society for Microbiology,0.99866045,Crossref,18,18,40,Microbiology (medical),Molecular Epidemiology and Identification of a Staphylococcus aureus Clone Causing Food Poisoning Outbreaks in Japan,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jcm.00661-14,52,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            Molecular characterization of isolates from staphylococcal food poisoning (SFP) outbreaks in Japan showed that the dominant lineage causing SFP outbreaks is clonal complex 81 (CC81), a single-locus variant of sequence type 1, coagulase type VII, positive for
            <jats:italic>sea</jats:italic>
            and/or
            <jats:italic>seb</jats:italic>
            , and positive for
            <jats:italic>seh</jats:italic>
            . Among various CC lineages producing staphylococcal enterotoxin A, CC81 showed the highest toxin productivity.
          </jats:p>",en,J Clin Microbiol,NA,https://journals.asm.org/doi/10.1128/jcm.00661-14
445,10.1128/JCM.02094-09,Journal of Clinical Microbiology,3/4/10,3/5/22,2010-05,10.1128/jcm.02094-09,1/23/23,"0095-1137,1098-660X",5,2010-05,235,1527-1535,10.1128,American Society for Microbiology,0.997441,Crossref,61,61,40,Microbiology (medical),"Association of Recurrent Furunculosis with Panton-Valentine Leukocidin and the Genetic Background of
            <i>Staphylococcus aureus</i>",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jcm.02094-09,48,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            <jats:italic>Staphylococcus aureus</jats:italic>
            is a major cause of skin and soft tissue infections, such as furuncles, carbuncles, and abscesses, but it also frequently colonizes the human skin and mucosa without causing clinical symptoms. Panton-Valentine leukocidin (PVL) is a pore-forming toxin that has been associated with soft tissue infections and necrotizing pneumonia. We have compared the genotypes, virulence gene repertoires, and phage patterns of 74 furunculosis isolates with those of 108 control strains from healthy nasal carriers. The large majority of furunculosis strains were methicillin sensitive. Clonal cluster (CC) 121 (CC121) and CC22 accounted for 70% of the furunculosis strains but for only 8% of the nasal isolates. The PVL-encoding genes
            <jats:italic>luk-PV</jats:italic>
            were detected in 85% of furunculosis strains, while their prevalence among colonizing
            <jats:italic>S. aureus</jats:italic>
            strains was below 1%.
            <jats:italic>luk-PV</jats:italic>
            genes were distributed over several lineages (CCs 5, 8, 22, 30, and 121 and sequence type 59). Even within the same lineages,
            <jats:italic>luk-PV</jats:italic>
            -positive phages characterized furunculosis strains, while their
            <jats:italic>luk-PV</jats:italic>
            -negative variants were frequent among nasal strains. The very tight epidemiological linkage between
            <jats:italic>luk-PV</jats:italic>
            and furunculosis, which could be separated from the genetic background of the
            <jats:italic>S. aureus</jats:italic>
            strain as well as from the gene makeup of the
            <jats:italic>luk-PV</jats:italic>
            -transducing phage, lends support to the notion of an important role for PVL in human furunculosis. These results make a case for the determination of
            <jats:italic>luk-PV</jats:italic>
            in recurrent soft tissue infections with methicillin-sensitive as well as methicillin-resistant
            <jats:italic>S. aureus</jats:italic>
            .
          </jats:p>",en,J Clin Microbiol,NA,https://journals.asm.org/doi/10.1128/jcm.02094-09
455,10.1128/JCM.40.12.4544-4546.2002,Journal of Clinical Microbiology,11/26/02,3/5/22,2002-12,10.1128/jcm.40.12.4544-4546.2002,1/9/23,"0095-1137,1098-660X",12,2002-12,235,4544-4546,10.1128,American Society for Microbiology,0.9968817,Crossref,11,11,92,Microbiology (medical),"Determining the Genetic Structure of the Natural Population of
            <i>Staphylococcus aureus</i>
            : a Comparison of Multilocus Sequence Typing with Pulsed-Field Gel Electrophoresis, Randomly Amplified Polymorphic DNA Analysis, and Phage Typing",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jcm.40.12.4544-4546.2002,40,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            We used a sample of
            <jats:italic>Staphylococcus aureus</jats:italic>
            strains that are carried by humans and that are representative of the natural population of
            <jats:italic>S. aureus</jats:italic>
            strains in order to assess the value of multilocus sequence typing (MLST), pulsed-field gel electrophoresis, randomly amplified polymorphic DNA analysis, and phage typing as epidemiological tools. Only MLST was able to define clonal complexes unambiguously. All DNA-based typing approaches achieved a high degree of agreement, implying phylogenetic concordance, but predicted epidemiological associations with variable accuracy.
          </jats:p>",en,J Clin Microbiol,NA,https://journals.asm.org/doi/10.1128/jcm.40.12.4544-4546.2002
465,10.1128/JCM.00470-15,Journal of Clinical Microbiology,5/28/15,3/5/22,2015-08,10.1128/jcm.00470-15,2/1/23,"0095-1137,1098-660X",8,2015-08,235,2492-2501,10.1128,American Society for Microbiology,0.9962581,Crossref,35,35,24,Microbiology (medical),Clinical and Molecular Epidemiology of Methicillin-Resistant Staphylococcus aureus in a Neonatal Intensive Care Unit in the Decade following Implementation of an Active Detection and Isolation Program,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jcm.00470-15,53,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            Methicillin-resistant
            <jats:named-content content-type=""genus-species"">Staphylococcus aureus</jats:named-content>
            (MRSA) is a frequent source of infection in the neonatal intensive care unit (NICU), often associated with significant morbidity. Active detection and isolation (ADI) programs aim to reduce transmission. We describe a comprehensive analysis of the clinical and molecular epidemiology of MRSA in an NICU between 2003 and 2013, in the decade following the implementation of an MRSA ADI program. Molecular analyses included strain typing by pulsed-field gel electrophoresis,
            <jats:italic>mec</jats:italic>
            and accessory gene regulator group genotyping by multiplex PCR, and identification of toxin and potential virulence factor genes via PCR-based assays. Of 8,387 neonates, 115 (1.4%) had MRSA colonization and/or infection. The MRSA colonization rate declined significantly during the study period from 2.2 to 0.5/1,000 patient days (linear time,
            <jats:italic>P</jats:italic>
            = 0.0003; quadratic time,
            <jats:italic>P</jats:italic>
            = 0.006). There were 19 cases of MRSA infection (16.5%). Few epidemiologic or clinical differences were identified between MRSA-colonized and MRSA-infected infants. Thirty-one different strains of MRSA were identified with a shift from hospital-associated to combined hospital- and community-associated strains over time. Panton-Valentine leukocidin-positive USA300 strains caused 5 of the last 11 infections. Staphylococcal cassette chromosome
            <jats:italic>mec</jats:italic>
            (SCC
            <jats:italic>mec</jats:italic>
            ) types II and IVa and
            <jats:italic>agr</jats:italic>
            groups 1 and 2 were most predominant. One isolate possessed the gene for toxic shock syndrome toxin; none had genes for exfoliative toxin A or B. These results highlight recent trends in MRSA colonization and infection and the corresponding changes in molecular epidemiology. Continued vigilance for this invasive pathogen remains critical, and specific attention to the unique host, the neonate, and the distinct environment, the NICU, is imperative.
          </jats:p>",en,J Clin Microbiol,NA,https://journals.asm.org/doi/10.1128/jcm.00470-15
480,10.1128/JCM.01393-13,Journal of Clinical Microbiology,8/16/13,3/5/22,2013-09,10.1128/jcm.01393-13,4/4/22,"0095-1137,1098-660X",9,2013-09,235,3163-3163,10.1128,American Society for Microbiology,0.9951577,Crossref,4,4,0,Microbiology (medical),Reply to “Internet-Based Solutions for Analysis of Next-Generation Sequence Data”,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jcm.01393-13,51,NA,en,J Clin Microbiol,NA,https://journals.asm.org/doi/10.1128/jcm.01393-13
484,10.1128/JCM.01557-08,Journal of Clinical Microbiology,10/30/08,3/5/22,2009-01,10.1128/jcm.01557-08,2/16/23,"0095-1137,1098-660X",1,2009-01,235,73-78,10.1128,American Society for Microbiology,0.9948596,Crossref,42,42,82,Microbiology (medical),"Emergence and Characterization of Community-Associated Methicillin-Resistant
            <i>Staphyloccocus aureus</i>
            Infections in Denmark, 1999 to 2006",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jcm.01557-08,47,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            The epidemiology of methicillin-resistant
            <jats:italic>Staphylococcus aureus</jats:italic>
            (MRSA) infections has changed worldwide. From being strictly nosocomial, MRSA is now frequently found as a community-associated (CA) pathogen. Denmark has been a low-prevalence country for MRSA since the mid-1970s but has in recent years experienced an increasing number of CA-MRSA cases. The aim of this study was to describe the emergence of CA-MRSA infections in Denmark. All Danish MRSA specimens and corresponding clinical data from 1999 to 2006 were investigated. Isolates were analyzed by antibiotic resistance and molecular typing and were assigned to clonal complexes (CC). Clinical data were extracted from discharge summaries and general practitioners' notes, from which assessments of community association were made for all infected cases. CA-MRSA cases constituted 29.4% of all MRSA infections (
            <jats:italic>n</jats:italic>
            = 1,790) and an increasing proportion of the annual numbers of MRSA infections during the study period. CA-MRSA was associated with a young age, skin and soft tissue infections, and non-Danish origin. Transmission between household members was frequently reported. Molecular typing showed &gt;60 circulating clones, where 89.4% of the isolates belonged to five CC (CC80, CC8, CC30, CC5, and CC22), 81.2% carried staphylococcal cassette chromosome
            <jats:italic>mec</jats:italic>
            IV, and 163/244 (69.4%) were positive for Panton-Valentine leukocidin. Clinical and microbiological characteristics indicated that import of MRSA occurs frequently. Resistance to ≥3 antibiotic classes was observed for 48.8% of the isolates. The emergence of CA-MRSA in Denmark was caused by diverse strains, both well-known and new CA-MRSA strains. The results suggest multiple introductions of MRSA as an important source for CA-MRSA infections in Denmark.
          </jats:p>",en,J Clin Microbiol,NA,https://journals.asm.org/doi/10.1128/jcm.01557-08
489,10.1128/JCM.02630-05,Journal of Clinical Microbiology,6/7/06,3/5/22,2006-06,10.1128/jcm.02630-05,11/19/22,"0095-1137,1098-660X",6,2006-06,235,2007-2018,10.1128,American Society for Microbiology,0.9947493,Crossref,48,48,17,Microbiology (medical),"Genetic Determinants and Polymorphisms Specific for Human-Adapted Serovars of
            <i>Salmonella enterica</i>
            That Cause Enteric Fever",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jcm.02630-05,44,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            <jats:italic>Salmonella enterica</jats:italic>
            serovars Typhi, Paratyphi A, and Sendai are human-adapted pathogens that cause typhoid (enteric) fever. The acute prevalence in some global regions and the disease severity of typhoidal
            <jats:italic>Salmonella</jats:italic>
            have necessitated the development of rapid and specific detection tests. Most of the methodologies currently used to detect serovar Typhi do not identify serovars Paratyphi A or Sendai. To assist in this aim, comparative sequence analyses were performed at the loci of core bacterial genetic determinants and
            <jats:italic>Salmonella</jats:italic>
            pathogenicity island 2 genes encoded by clinically significant
            <jats:italic>S. enterica</jats:italic>
            serovars. Genetic polymorphisms specific for serovar Typhi (at
            <jats:italic>trpS</jats:italic>
            ), as well as polymorphisms unique to human-adapted typhoidal serovars (at
            <jats:italic>sseC</jats:italic>
            and
            <jats:italic>sseF</jats:italic>
            ), were observed. Furthermore, entire coding sequences unique to human-adapted typhoidal
            <jats:italic>Salmonella</jats:italic>
            strains (i.e., serovar-specific genetic loci rather than polymorphisms) were observed in publicly available comparative genomic DNA microarray data sets. These polymorphisms and loci were developed into real-time PCR, standard PCR, and liquid microsphere suspension array-based molecular protocols and tested for with a panel of clinical and reference subspecies I
            <jats:italic>S. enterica</jats:italic>
            strains. A proportion of the nontyphoidal
            <jats:italic>Salmonella</jats:italic>
            strains hybridized with the allele-specific oligonucleotide probes for
            <jats:italic>sseC</jats:italic>
            and
            <jats:italic>sseF</jats:italic>
            ; but the
            <jats:italic>trpS</jats:italic>
            allele was unique to serovar Typhi (with a singular serovar Paratyphi B strain as an exception), and the coding sequences STY4220 and STY4221 were unique among serovars Typhi, Paratyphi A, and Sendai. These determinants provided phylogenetic data on the genetic relatedness of serovars Typhi, Paratyphi A, and Sendai; and the protocols developed might allow the rapid identification of these
            <jats:italic>Salmonella</jats:italic>
            serovars that cause enteric fever.
          </jats:p>",en,J Clin Microbiol,NA,https://journals.asm.org/doi/10.1128/jcm.02630-05
507,10.1128/jmbe.v20i3.1809,Journal of Microbiology &amp; Biology Education,12/21/19,3/4/22,2019-01,10.1128/jmbe.v20i3.1809,4/28/22,"1935-7877,1935-7885",3,2019-01,235,NA,10.1128,American Society for Microbiology,0.9965495,Crossref,8,8,4,"General Agricultural and Biological Sciences,General Immunology and Microbiology,General Biochemistry, Genetics and Molecular Biology,Education",An Introduction to CRISPR-Mediated Genome Editing in Fungi,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jmbe.v20i3.1809,20,"<jats:p>
            Central dogma, transformation, and genome editing are key biological concepts for which junior scientists must gain experience during training. Here we present an exercise that introduces these concepts in a single practical laboratory exercise. Our exercise utilizes CRISPR/Cas9 genome editing to introduce a stop codon into
            <jats:italic>Saccharomyces cerevisiae</jats:italic>
            ADE2. This edit leads to the buildup of an adenine precursor that dyes the edited cells red. As the repair template, guide RNA, and Cas9 are all encoded in our vector, transformation can be performed in 2 hours. Furthermore, since all components of the Cas9/CRISPR system are encoded by the vector, specialized equipment and reagents, such as a PCR machine or oligonucleotides, are not required to perform the experiments as designed. As such, these exercises provide an efficient cost-effective introduction to a wide variety of key molecular biology concepts and lay the foundation for more rigorous investigations in upper-level classes and independent research projects.
          </jats:p>",en,J Microbiol Biol Educ.,NA,https://journals.asm.org/doi/10.1128/jmbe.v20i3.1809
513,10.1128/jmbe.v21i1.1891,Journal of Microbiology &amp; Biology Education,5/6/20,3/4/22,2020-01,10.1128/jmbe.v21i1.1891,3/30/22,"1935-7877,1935-7885",1,2020-01,235,NA,10.1128,American Society for Microbiology,0.99368656,Crossref,5,5,1,"General Agricultural and Biological Sciences,General Immunology and Microbiology,General Biochemistry, Genetics and Molecular Biology,Education",A Microbial Sampling and Community Reconstruction Activity for Introducing Students to the Burgeoning Field of Metagenomics,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jmbe.v21i1.1891,21,NA,en,J Microbiol Biol Educ.,NA,https://journals.asm.org/doi/10.1128/jmbe.v21i1.1891
533,10.1128/jmbe.v21i2.2081,Journal of Microbiology &amp; Biology Education,8/1/20,3/4/22,2020-01,10.1128/jmbe.v21i2.2081,5/17/22,"1935-7877,1935-7885",2,2020-01,235,NA,10.1128,American Society for Microbiology,0.9692958,Crossref,4,4,3,"General Agricultural and Biological Sciences,General Immunology and Microbiology,General Biochemistry, Genetics and Molecular Biology,Education",Deconstructing Yogurt: A Different Method for Understanding Fermentation in an Undergraduate Microbiology Laboratory Setting,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jmbe.v21i2.2081,21,NA,en,J Microbiol Biol Educ.,NA,https://journals.asm.org/doi/10.1128/jmbe.v21i2.2081
548,10.1128/jmbe.v18i2.1284,Journal of Microbiology &amp; Biology Education,9/25/17,3/4/22,2017-09,10.1128/jmbe.v18i2.1284,2/13/23,"1935-7877,1935-7885",2,2017-09,235,NA,10.1128,American Society for Microbiology,0.9577267,Crossref,14,14,9,"General Agricultural and Biological Sciences,General Immunology and Microbiology,General Biochemistry, Genetics and Molecular Biology,Education",Unique Down to Our Microbes—Assessment of an Inquiry-Based Metagenomics Activity,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jmbe.v18i2.1284,18,"<jats:p>Metagenomics is an important method for studying microbial life. However, undergraduate exposure to metagenomics is hindered by associated software, computing demands, and dataset access. In this inquiry-based activity designed for introductory life science majors and nonmajors, students perform an investigation of the bacterial communities inhabiting the human belly button and associated metagenomics data collected through a citizen science project and visualized using an open-access bioinformatics tool. The activity is designed for attainment of the following student learning outcomes: defining terms associated with metagenomics analyses, describing the biological impact of the microbiota on human health, formulating a hypothesis, analyzing and interpreting metagenomics data to compare microbiota, evaluating a specific hypothesis, and synthesizing a conceptual model as to why bacterial populations vary. This activity was implemented in six introductory biology and biotechnology courses across five institutions. Attainment of student learning outcomes was assessed through completion of a quiz and students’ presentations of their findings. In presentations, students demonstrated their ability to develop novel hypotheses and analyze and interpret metagenomic data to evaluate their hypothesis. In quizzes, students demonstrated their ability to define key terms and describe the biological impact of the microbiota on human health. Student learning gains assessment also revealed that students perceived gains for all student learning outcomes. Collectively, our assessment demonstrates achievement of the learning outcomes and supports the utility of this inquiry-based activity to engage undergraduates in the scientific process via analyses of metagenomics datasets and associated exploration of a microbial community that lives on the human body.</jats:p>",en,J Microbiol Biol Educ.,NA,https://journals.asm.org/doi/10.1128/jmbe.v18i2.1284
