file,da,nsd,paper,container.title,predicted,actual_da,actual_nsd,notes
Data/html/10.1128_jvi.01471-21.html,Yes,No,https://journals.asm.org/doi/10.1128/jvi.01471-21,Journal of Virology,Data/predicted/10.1128_jvi.01471-21.csv,Yes,No,protein
Data/html/10.1128_jvi.00529-21.html,Yes,No,https://journals.asm.org/doi/10.1128/jvi.00529-21,Journal of Virology,Data/predicted/10.1128_jvi.00529-21.csv,Yes,No,protein
Data/html/10.1128_msystems.00811-19.html,Yes,No,https://journals.asm.org/doi/10.1128/msystems.00811-19,mSystems,Data/predicted/10.1128_msystems.00811-19.csv,Yes,No,
Data/html/10.1128_aem.01763-21.html,Yes,No,https://journals.asm.org/doi/10.1128/aem.01763-21,Applied and Environmental Microbiology,Data/predicted/10.1128_aem.01763-21.csv,Yes,No,
Data/html/10.1128_aem.02993-20.html,Yes,No,https://journals.asm.org/doi/10.1128/aem.02993-20,Applied and Environmental Microbiology,Data/predicted/10.1128_aem.02993-20.csv,Yes,No,
Data/html/10.1128_jcm.41.9.4279-4284.2003.html,Yes,No,https://journals.asm.org/doi/10.1128/jcm.41.9.4279-4284.2003,Journal of Clinical Microbiology,Data/predicted/10.1128_jcm.41.9.4279-4284.2003.csv,Yes,No,
Data/html/10.1128_jb.00025-12.html,Yes,No,https://journals.asm.org/doi/10.1128/jb.00025-12,Journal of Bacteriology,Data/predicted/10.1128_jb.00025-12.csv,No,No,discussion of recently published sequences
Data/html/10.1128_jvi.00638-10.html,Yes,No,https://journals.asm.org/doi/10.1128/jvi.00638-10,Journal of Virology,Data/predicted/10.1128_jvi.00638-10.csv,Yes,No,
Data/html/10.1128_mra.00108-21.html,Yes,No,https://journals.asm.org/doi/10.1128/mra.00108-21,Microbiology Resource Announcements,Data/predicted/10.1128_mra.00108-21.csv,Yes,No,
Data/html/10.1128_aem.00809-24.html,Yes,No,https://journals.asm.org/doi/10.1128/aem.00809-24,Applied and Environmental Microbiology,Data/predicted/10.1128_aem.00809-24.csv,No,Yes,"new plasmid found, whole genome sequenced, but not deposited"
Data/html/10.1128_jvi.00074-20.html,Yes,No,https://journals.asm.org/doi/10.1128/jvi.00074-20,Journal of Virology,Data/predicted/10.1128_jvi.00074-20.csv,Yes,No,protein
Data/html/10.1128_jb.01677-09.html,Yes,No,https://journals.asm.org/doi/10.1128/jb.01677-09,Journal of Bacteriology,Data/predicted/10.1128_jb.01677-09.csv,Yes,No,protein
Data/html/10.1128_mbio.02660-18.html,Yes,No,https://journals.asm.org/doi/10.1128/mbio.02660-18,mBio,Data/predicted/10.1128_mbio.02660-18.csv,Yes,No,protein
Data/html/10.1128_jb.01465-08.html,Yes,No,https://journals.asm.org/doi/10.1128/jb.01465-08,Journal of Bacteriology,Data/predicted/10.1128_jb.01465-08.csv,Yes,No,microarray
Data/html/10.1128_aem.00359-13.html,Yes,No,https://journals.asm.org/doi/10.1128/aem.00359-13,Applied and Environmental Microbiology,Data/predicted/10.1128_aem.00359-13.csv,No,No,"confirmation seq on a plasmid for enzyme bioengineering, reference to the deposited sequences of things they're using "
Data/html/10.1128_jvi.00942-09.html,Yes,No,https://journals.asm.org/doi/10.1128/jvi.00942-09,Journal of Virology,Data/predicted/10.1128_jvi.00942-09.csv,Yes,No,protein
Data/html/10.1128_spectrum.03651-22.html,Yes,No,https://journals.asm.org/doi/10.1128/spectrum.03651-22,Microbiology Spectrum,Data/predicted/10.1128_spectrum.03651-22.csv,Yes,No,
Data/html/10.1128_jb.184.8.2260-2272.2002.html,Yes,No,https://journals.asm.org/doi/10.1128/jb.184.8.2260-2272.2002,Journal of Bacteriology,Data/predicted/10.1128_jb.184.8.2260-2272.2002.csv,No,No,used previously published data and included discussion of genbank
Data/html/10.1128_jvi.00810-17.html,Yes,No,https://journals.asm.org/doi/10.1128/jvi.00810-17,Journal of Virology,Data/predicted/10.1128_jvi.00810-17.csv,Yes,No,
