file,da,nsd,paper,doi,doi_no_underscore,journal_abrev,container.title,predicted,actual_da,actual_nsd,notes
Data/html/10.1128_msphere.00859-20.html,No,No,https://journals.asm.org/doi/10.1128/msphere.00859-20,10.1128_msphere.00859-20,10.1128/msphere.00859-20,msphere,mSphere,Data/predicted/10.1128_msphere.00859-20.csv,No,No,
Data/html/10.1128_msphere.00140-16.html,No,No,https://journals.asm.org/doi/10.1128/msphere.00140-16,10.1128_msphere.00140-16,10.1128/msphere.00140-16,msphere,mSphere,Data/predicted/10.1128_msphere.00140-16.csv,No,Yes,"sequencing to identify mutant alleles, with MLST as well"
Data/html/10.1128_msphere.00588-20.html,No,No,https://journals.asm.org/doi/10.1128/msphere.00588-20,10.1128_msphere.00588-20,10.1128/msphere.00588-20,msphere,mSphere,Data/predicted/10.1128_msphere.00588-20.csv,No,No,
Data/html/10.1128_msphere.00760-20.html,No,No,https://journals.asm.org/doi/10.1128/msphere.00760-20,10.1128_msphere.00760-20,10.1128/msphere.00760-20,msphere,mSphere,Data/predicted/10.1128_msphere.00760-20.csv,No,No,
Data/html/10.1128_msphere.00066-17.html,No,No,https://journals.asm.org/doi/10.1128/msphere.00066-17,10.1128_msphere.00066-17,10.1128/msphere.00066-17,msphere,mSphere,Data/predicted/10.1128_msphere.00066-17.csv,No,No,
Data/html/10.1128_msphere.00168-17.html,Yes,Yes,https://journals.asm.org/doi/10.1128/msphere.00168-17,10.1128_msphere.00168-17,10.1128/msphere.00168-17,msphere,mSphere,Data/predicted/10.1128_msphere.00168-17.csv,Yes,Yes,
Data/html/10.1128_msystems.00643-23.html,No,No,https://journals.asm.org/doi/10.1128/msystems.00643-23,10.1128_msystems.00643-23,10.1128/msystems.00643-23,msystems,mSystems,Data/predicted/10.1128_msystems.00643-23.csv,No,No,
Data/html/10.1128_msystems.00307-24.html,Yes,Yes,https://journals.asm.org/doi/10.1128/msystems.00307-24,10.1128_msystems.00307-24,10.1128/msystems.00307-24,msystems,mSystems,Data/predicted/10.1128_msystems.00307-24.csv,Yes,Yes,
Data/html/10.1128_msystems.00508-21.html,No,No,https://journals.asm.org/doi/10.1128/msystems.00508-21,10.1128_msystems.00508-21,10.1128/msystems.00508-21,msystems,mSystems,Data/predicted/10.1128_msystems.00508-21.csv,No,No,
Data/html/10.1128_msystems.00164-19.html,No,No,https://journals.asm.org/doi/10.1128/msystems.00164-19,10.1128_msystems.00164-19,10.1128/msystems.00164-19,msystems,mSystems,Data/predicted/10.1128_msystems.00164-19.csv,No,No,
Data/html/10.1128_msystems.00012-24.html,Yes,Yes,https://journals.asm.org/doi/10.1128/msystems.00012-24,10.1128_msystems.00012-24,10.1128/msystems.00012-24,msystems,mSystems,Data/predicted/10.1128_msystems.00012-24.csv,Yes,Yes,
Data/html/10.1128_msystems.00077-20.html,No,No,https://journals.asm.org/doi/10.1128/msystems.00077-20,10.1128_msystems.00077-20,10.1128/msystems.00077-20,msystems,mSystems,Data/predicted/10.1128_msystems.00077-20.csv,No,No,
Data/html/10.1128_msystems.00777-23.html,Yes,Yes,https://journals.asm.org/doi/10.1128/msystems.00777-23,10.1128_msystems.00777-23,10.1128/msystems.00777-23,msystems,mSystems,Data/predicted/10.1128_msystems.00777-23.csv,Yes,Yes,
Data/html/10.1128_msystems.00638-19.html,No,No,https://journals.asm.org/doi/10.1128/msystems.00638-19,10.1128_msystems.00638-19,10.1128/msystems.00638-19,msystems,mSystems,Data/predicted/10.1128_msystems.00638-19.csv,No,No,
Data/html/10.1128_msystems.00362-19.html,No,No,https://journals.asm.org/doi/10.1128/msystems.00362-19,10.1128_msystems.00362-19,10.1128/msystems.00362-19,msystems,mSystems,Data/predicted/10.1128_msystems.00362-19.csv,No,No,
Data/html/10.1128_msystems.00705-19.html,No,No,https://journals.asm.org/doi/10.1128/msystems.00705-19,10.1128_msystems.00705-19,10.1128/msystems.00705-19,msystems,mSystems,Data/predicted/10.1128_msystems.00705-19.csv,No,No,
Data/html/10.1128_spectrum.05229-22.html,No,No,https://journals.asm.org/doi/10.1128/spectrum.05229-22,10.1128_spectrum.05229-22,10.1128/spectrum.05229-22,spectrum,Microbiology Spectrum,Data/predicted/10.1128_spectrum.05229-22.csv,No,No,
Data/html/10.1128_spectrum.02296-21.html,Yes,Yes,https://journals.asm.org/doi/10.1128/spectrum.02296-21,10.1128_spectrum.02296-21,10.1128/spectrum.02296-21,spectrum,Microbiology Spectrum,Data/predicted/10.1128_spectrum.02296-21.csv,Yes,Yes,
Data/html/10.1128_spectrum.00541-21.html,Yes,Yes,https://journals.asm.org/doi/10.1128/spectrum.00541-21,10.1128_spectrum.00541-21,10.1128/spectrum.00541-21,spectrum,Microbiology Spectrum,Data/predicted/10.1128_spectrum.00541-21.csv,Yes,Yes,
Data/html/10.1128_spectrum.01512-21.html,No,No,https://journals.asm.org/doi/10.1128/spectrum.01512-21,10.1128_spectrum.01512-21,10.1128/spectrum.01512-21,spectrum,Microbiology Spectrum,Data/predicted/10.1128_spectrum.01512-21.csv,No,No,
Data/html/10.1128_spectrum.00109-22.html,Yes,Yes,https://journals.asm.org/doi/10.1128/spectrum.00109-22,10.1128_spectrum.00109-22,10.1128/spectrum.00109-22,spectrum,Microbiology Spectrum,Data/predicted/10.1128_spectrum.00109-22.csv,Yes,Yes,
Data/html/10.1128_spectrum.00017-24.html,No,No,https://journals.asm.org/doi/10.1128/spectrum.00017-24,10.1128_spectrum.00017-24,10.1128/spectrum.00017-24,spectrum,Microbiology Spectrum,Data/predicted/10.1128_spectrum.00017-24.csv,No,No,
Data/html/10.1128_spectrum.00857-21.html,No,No,https://journals.asm.org/doi/10.1128/spectrum.00857-21,10.1128_spectrum.00857-21,10.1128/spectrum.00857-21,spectrum,Microbiology Spectrum,Data/predicted/10.1128_spectrum.00857-21.csv,No,No,
Data/html/10.1128_spectrum.01699-24.html,No,No,https://journals.asm.org/doi/10.1128/spectrum.01699-24,10.1128_spectrum.01699-24,10.1128/spectrum.01699-24,spectrum,Microbiology Spectrum,Data/predicted/10.1128_spectrum.01699-24.csv,No,No,
Data/html/10.1128_spectrum.01745-21.html,Yes,Yes,https://journals.asm.org/doi/10.1128/spectrum.01745-21,10.1128_spectrum.01745-21,10.1128/spectrum.01745-21,spectrum,Microbiology Spectrum,Data/predicted/10.1128_spectrum.01745-21.csv,Yes,Yes,
Data/html/10.1128_spectrum.05256-22.html,No,No,https://journals.asm.org/doi/10.1128/spectrum.05256-22,10.1128_spectrum.05256-22,10.1128/spectrum.05256-22,spectrum,Microbiology Spectrum,Data/predicted/10.1128_spectrum.05256-22.csv,No,No,
