paper,link_count,new_seq_data,availability,data_public_private,software_links,keywords,submitter,comments,data_available,...10,alternative.id,container.title,created,deposited,published.print,doi,indexed,issn,issue,issued,member,page,prefix,publisher,score,source,reference.count,references.count,is.referenced.by.count,subject,title,type,update.policy,url,volume,abstract,language,short.container.title,published.online,year.published,...41
https://journals.asm.org/doi/10.1128/jmbe.v19i2.1565,1,No,No,NA,NA,NA,acollens@umich.edu,NA,No Data Available,539,10.1128/jmbe.v19i2.1565,Journal of Microbiology &amp; Biology Education,6/29/18,3/4/22,2018-01,10.1128/jmbe.v19i2.1565,4/2/22,"1935-7877,1935-7885",2,2018-01,235,NA,10.1128,American Society for Microbiology,0.96618587,Crossref,21,21,0,"General Agricultural and Biological Sciences,General Immunology and Microbiology,General Biochemistry, Genetics and Molecular Biology,Education",Simulation of MICROBACT Strip Assay Using Colored Liquids to Demonstrate Identification of Unknown Gram-Negative Organisms in Undergraduate Laboratory,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jmbe.v19i2.1565,19,"<jats:p>Identification of unknown microorganisms to the species level is an important component of a microbiology course. Modern technologies such as matrix assisted laser desorption ionization-time of flight mass spectrometry (MALDI-TOF MS) and 16S rRNA gene sequencing offer a rapid species level identification when compared to conventional phenotype-based methods, however they rely on a well-established taxonomy database and phenotypic assays can still play an important role in species determination. Another major limitation is the up-front cost of purchasing these modern specialized instruments and the requirement of skilled personnel to operate specialized equipment and software, which makes them unsuitable to use in the undergraduate teaching laboratory. Commercial biochemical identification systems such as the Oxoid Microbact™ GNB 12A/12E/24E kit is used for the identification of Enterobacteriaceae and other Gram negative bacteria in clinical and veterinary diagnostic laboratories, and food industries for disease control and treatment. In this article, we describe a method of reliably simulating this Microbact™ strip assay using artificial color liquids (which are affordable and easy to source) for the demonstration of phenotypic characterization of unknown Gram negative organisms while providing a safe teaching environment as no bacteria are used, familiarizing students with the concept of using Microbact™ 12A kit to identify a range of unknown Gram negative organisms.</jats:p>",en,J Microbiol Biol Educ.,NA,2018,NA
https://journals.asm.org/doi/10.1128/jmbe.v20i3.1809,1,No,No,NA,NA,NA,jocolova@med.umich.edu,NA,No Data Available,NA,10.1128/jmbe.v20i3.1809,Journal of Microbiology &amp; Biology Education,12/21/19,3/4/22,2019-01,10.1128/jmbe.v20i3.1809,4/28/22,"1935-7877,1935-7885",3,2019-01,235,NA,10.1128,American Society for Microbiology,0.9965495,Crossref,8,8,4,"General Agricultural and Biological Sciences,General Immunology and Microbiology,General Biochemistry, Genetics and Molecular Biology,Education",An Introduction to CRISPR-Mediated Genome Editing in Fungi,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jmbe.v20i3.1809,20,"<jats:p>
            Central dogma, transformation, and genome editing are key biological concepts for which junior scientists must gain experience during training. Here we present an exercise that introduces these concepts in a single practical laboratory exercise. Our exercise utilizes CRISPR/Cas9 genome editing to introduce a stop codon into
            <jats:italic>Saccharomyces cerevisiae</jats:italic>
            ADE2. This edit leads to the buildup of an adenine precursor that dyes the edited cells red. As the repair template, guide RNA, and Cas9 are all encoded in our vector, transformation can be performed in 2 hours. Furthermore, since all components of the Cas9/CRISPR system are encoded by the vector, specialized equipment and reagents, such as a PCR machine or oligonucleotides, are not required to perform the experiments as designed. As such, these exercises provide an efficient cost-effective introduction to a wide variety of key molecular biology concepts and lay the foundation for more rigorous investigations in upper-level classes and independent research projects.
          </jats:p>",en,J Microbiol Biol Educ.,NA,2019,507
https://journals.asm.org/doi/10.1128/jvi.00529-21,1,No,Yes,NA,NA,NA,jocolova@med.umich.edu,cryo-EM data,Data Available,672,10.1128/JVI.00529-21,Journal of Virology,9/22/21,3/5/22,11/23/21,10.1128/jvi.00529-21,12/5/22,"0022-538X,1098-5514",24,11/23/21,235,NA,10.1128,American Society for Microbiology,0.9980094,Crossref,142,142,5,"Virology,Insect Science,Immunology,Microbiology",Asymmetric Structures and Conformational Plasticity of the Uncleaved Full-Length Human Immunodeficiency Virus Envelope Glycoprotein Trimer,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/jvi.00529-21,95,<jats:p>The envelope glycoprotein (Env) trimers on the surface of human immunodeficiency virus (HIV-1) mediate the entry of the virus into host cells and serve as targets for neutralizing antibodies. The functional Env trimer is produced by cleavage of the gp160 precursor in the infected cell.</jats:p>,en,J Virol,NA,2021,NA
https://journals.asm.org/doi/10.1128/mbio.00225-17,1,Yes,No,NA,NA,"sequence, sequencing",armourc@umich.edu,"plasmid construct sequenced ""DNA sequencing was carried out at Eurofins, Huntsville, AL'",No Data Available,708,10.1128/mBio.00225-17,mBio,3/15/17,3/8/22,5/3/17,10.1128/mbio.00225-17,10/20/22,"2161-2129,2150-7511",2,5/3/17,235,NA,10.1128,American Society for Microbiology,0.99826294,Crossref,71,71,23,"Virology,Microbiology",Antibiotic Capture by Bacterial Lipocalins Uncovers an Extracellular Mechanism of Intrinsic Antibiotic Resistance,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mbio.00225-17,8,"<jats:title>ABSTRACT</jats:title>
          <jats:p>
            The potential for microbes to overcome antibiotics of different classes before they reach bacterial cells is largely unexplored. Here we show that a soluble bacterial lipocalin produced by
            <jats:italic>Burkholderia cenocepacia</jats:italic>
            upon exposure to sublethal antibiotic concentrations increases resistance to diverse antibiotics
            <jats:italic>in vitro</jats:italic>
            and
            <jats:italic>in vivo</jats:italic>
            . These phenotypes were recapitulated by heterologous expression in
            <jats:italic>B. cenocepacia</jats:italic>
            of lipocalin genes from
            <jats:italic>Pseudomonas aeruginosa</jats:italic>
            ,
            <jats:italic>Mycobacterium tuberculosis</jats:italic>
            , and methicillin-resistant
            <jats:italic>Staphylococcus aureus</jats:italic>
            . Purified lipocalin bound different classes of bactericidal antibiotics and contributed to bacterial survival
            <jats:italic>in vivo</jats:italic>
            . Experimental and X-ray crystal structure-guided computational studies revealed that lipocalins counteract antibiotic action by capturing antibiotics in the extracellular space. We also demonstrated that fat-soluble vitamins prevent antibiotic capture by binding bacterial lipocalin with higher affinity than antibiotics. Therefore, bacterial lipocalins contribute to antimicrobial resistance by capturing diverse antibiotics in the extracellular space at the site of infection, which can be counteracted by known vitamins.
          </jats:p>
          <jats:p>
            <jats:bold>IMPORTANCE</jats:bold>
            Current research on antibiotic action and resistance focuses on targeting essential functions within bacterial cells. We discovered a previously unrecognized mode of general bacterial antibiotic resistance operating in the extracellular space, which depends on bacterial protein molecules called lipocalins. These molecules are highly conserved in most bacteria and have the ability to capture different classes of antibiotics outside bacterial cells. We also discovered that liposoluble vitamins, such as vitamin E, overcome
            <jats:italic>in vitro</jats:italic>
            and
            <jats:italic>in vivo</jats:italic>
            antibiotic resistance mediated by bacterial lipocalins, providing an unexpected new alternative to combat resistance by using this vitamin or its derivatives as antibiotic adjuvants.
          </jats:p>",en,mBio,NA,2017,NA
https://journals.asm.org/doi/10.1128/mbio.00354-22,10,Yes,Yes,Public,GitHub,"sequence, sequencing, NCBI, GenBank, nucleotide, Illumina, DDBJ, ENA, accession no., Short Read Archive",armourc@umich.edu,"Their wording suggests this might be re-use of data generated for a previous paper (example: ""Previously described in Tully et al. (6), DNA was extracted from filters using a phenol chloroform method (44) and paired-end sequencing was performed on an Illumina HiSeq 1000 at the Marine Biological Laboratory"")",Data Available,704,10.1128/mbio.00354-22,mBio,8/1/22,8/30/22,8/30/22,10.1128/mbio.00354-22,9/21/22,2150-7511,4,8/30/22,235,NA,10.1128,American Society for Microbiology,0.99915844,Crossref,73,73,1,"Virology,Microbiology",Microbial Populations Are Shaped by Dispersal and Recombination in a Low Biomass Subseafloor Habitat,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mbio.00354-22,13,"<jats:p>The cold, oxic subseafloor is an understudied habitat that is difficult to access, yet important to global biogeochemical cycles and starkly different compared to microbial habitats on the surface of the Earth. Our understanding of microbial evolution and population dynamics is largely molded by studies of microbes living in surface habitats that can host 10 to 1,000 times more microbial biomass than is frequently observed in the subsurface.</jats:p>",en,mBio,NA,2022,NA
https://journals.asm.org/doi/10.1128/mbio.00401-21,1,No,Yes,NA,NA,NA,jocolova@med.umich.edu,Mass spec,Data Available,771,10.1128/mBio.00401-21,mBio,6/22/21,3/8/22,6/29/21,10.1128/mbio.00401-21,1/3/23,2150-7511,3,6/29/21,235,NA,10.1128,American Society for Microbiology,0.98992175,Crossref,53,53,4,"Virology,Microbiology",Two Distinct Bacterial Biofilm Components Trigger Metamorphosis in the Colonial Hydrozoan Hydractinia echinata,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mbio.00401-21,12,"<jats:p>Bacterial biofilms profoundly influence the recruitment and settlement of marine invertebrates, critical steps for diverse marine processes such as the formation of coral reefs, the maintenance of marine fisheries, and the fouling of submerged surfaces. However, the complex composition of biofilms often makes the characterization of individual signals and regulatory mechanisms challenging.</jats:p>",en,mBio,NA,2021,NA
https://journals.asm.org/doi/10.1128/mbio.00495-22,3,No,No,NA,NA,NA,armourc@umich.edu,this is a retraction,No Data Available,707,10.1128/mbio.00495-22,mBio,3/23/22,4/26/22,4/26/22,10.1128/mbio.00495-22,4/26/22,2150-7511,2,4/26/22,235,NA,10.1128,American Society for Microbiology,0.99835134,Crossref,0,0,0,"Virology,Microbiology","Retraction for Chen et al., “Epsilon-Toxin Production by Clostridium perfringens Type D Strain CN3718 Is Dependent upon the
            <i>agr</i>
            Operon but Not the VirS/VirR Two-Component Regulatory System”",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mbio.00495-22,13,NA,en,mBio,NA,2022,NA
https://journals.asm.org/doi/10.1128/mbio.00987-21,9,Yes,Yes,NA,NA,NA,jocolova@med.umich.edu,NA,Data Available,756,10.1128/mBio.00987-21,mBio,6/22/21,3/8/22,6/29/21,10.1128/mbio.00987-21,2/16/23,2150-7511,3,6/29/21,235,NA,10.1128,American Society for Microbiology,0.9923334,Crossref,88,88,3,"Virology,Microbiology",Shared and Unique Evolutionary Trajectories to Ciprofloxacin Resistance in Gram-Negative Bacterial Pathogens,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mbio.00987-21,12,"<jats:p>The challenge of spreading antibiotic resistance calls for systematic efforts to develop more “irresistible” drugs based on a deeper understanding of dynamics and mechanisms of antibiotic resistance acquisition. To address this challenge, we have established a comparative resistomics approach which combines experimental evolution in a continuous-culturing device, the morbidostat, with ultradeep sequencing of evolving microbial populations to identify evolutionary trajectories (mutations and genome rearrangements) leading to antibiotic resistance over a range of target pathogens.</jats:p>",en,mBio,NA,2021,NA
https://journals.asm.org/doi/10.1128/mbio.01490-21,7,Yes,Yes,NA,NA,NA,jocolova@med.umich.edu,NA,Data Available,772,10.1128/mBio.01490-21,mBio,6/29/21,3/8/22,6/29/21,10.1128/mbio.01490-21,2/3/23,2150-7511,3,6/29/21,235,NA,10.1128,American Society for Microbiology,0.9895387,Crossref,69,69,17,"Virology,Microbiology",Generation of a Microsporidia Species Attribute Database and Analysis of the Extensive Ecological and Phenotypic Diversity of Microsporidia,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mbio.01490-21,12,"<jats:p>Microsporidia are a large group of parasites that cause death and disease in humans and many agriculturally important animal species. To fully understand the diverse properties of these parasites, we curated species reports from the last 160 years.</jats:p>",en,mBio,NA,2021,NA
https://journals.asm.org/doi/10.1128/mbio.01606-21,1,Yes,Yes,NA,NA,NA,jocolova@med.umich.edu,NA,Data Available,778,10.1128/mBio.01606-21,mBio,8/17/21,3/8/22,8/31/21,10.1128/mbio.01606-21,1/17/23,2150-7511,4,8/31/21,235,NA,10.1128,American Society for Microbiology,0.9891665,Crossref,112,112,3,"Virology,Microbiology","A New Model Trypanosomatid,
            <i>Novymonas esmeraldas</i>
            : Genomic Perception of Its “
            <i>Candidatus</i>
            Pandoraea novymonadis” Endosymbiont",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mbio.01606-21,12,"<jats:p>
            <jats:italic>Novymonas esmeraldas</jats:italic>
            is a parasitic flagellate of the family Trypanosomatidae representing the closest insect-restricted relative of the human pathogen
            <jats:italic>Leishmania</jats:italic>
            . It bears symbiotic bacteria in its cytoplasm, the relationship with which has been established relatively recently and independently from other known endosymbioses in protists.
          </jats:p>",en,mBio,NA,2021,NA
https://journals.asm.org/doi/10.1128/mbio.02815-22,2,Yes,No,Public,NA,"sequence, sequencing, nucleotide, Illumina, MinION, RefSeq",acollens@umich.edu,NA,No Data Available,736,10.1128/mbio.02815-22,mBio,1/10/23,1/10/23,NA,10.1128/mbio.02815-22,2/18/23,2150-7511,NA,1/10/23,235,NA,10.1128,American Society for Microbiology,0.99569273,Crossref,39,39,3,"Virology,Microbiology","The Substitutions L50F, E166A, and L167F in SARS-CoV-2 3CLpro Are Selected by a Protease Inhibitor
            <i>In Vitro</i>
            and Confer Resistance To Nirmatrelvir",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mbio.02815-22,NA,<jats:p>Paxlovid is the first oral antiviral approved for treatment of SARS-CoV-2 infection. Antiviral treatments are often associated with the development of drug-resistant viruses.</jats:p>,en,mBio,1/10/23,NA,NA
https://journals.asm.org/doi/10.1128/mra.00129-19,2,No,Yes,NA,NA,NA,jocolova@med.umich.edu,R package on CRAN,Data Available,NA,10.1128/MRA.00129-19,Microbiology Resource Announcements,4/10/19,3/8/22,4/11/19,10.1128/mra.00129-19,2/7/23,2576-098X,15,4/11/19,235,NA,10.1128,American Society for Microbiology,0.9854877,Crossref,4,4,8,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology","omu, a Metabolomics Count Data Analysis Tool for Intuitive Figures and Convenient Metadata Collection",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.00129-19,8,"<jats:p>Metabolomics is a powerful tool for measuring the functional output of the microbiota. Currently, there are few established workflows for analysis downstream of metabolite identification.</jats:p>",en,Microbiol Resour Announc,NA,2019,866
https://journals.asm.org/doi/10.1128/mra.00181-20,2,Yes,Yes,Public,NA,"sequence, sequencing, GenBank, nucleotide, MinION",acollens@umich.edu,NA,Data Available,850,10.1128/MRA.00181-20,Microbiology Resource Announcements,4/8/20,3/8/22,4/9/20,10.1128/mra.00181-20,12/20/22,2576-098X,15,4/9/20,235,NA,10.1128,American Society for Microbiology,0.98950815,Crossref,13,13,7,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology",Complete Genome Sequences of the Human Pathogen Paenibacillus thiaminolyticus Mbale and Type Strain P. thiaminolyticus NRRL B-4156,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.00181-20,9,"<jats:p>
            We have isolated a likely bacterial pathogen from cerebrospinal fluid from a Ugandan infant suffering from hydrocephalus. Whole-genome sequencing and assembly of the genome of the clinical isolate, as well as that of a previously deposited reference strain, identified the isolate as
            <jats:named-content content-type=""genus-species"">Paenibacillus thiaminolyticus</jats:named-content>
            , which has not been associated with widespread human infections.
          </jats:p>",en,Microbiol Resour Announc,NA,2020,NA
https://journals.asm.org/doi/10.1128/mra.00204-21,1,Yes,Yes,Public,NA,"sequence, sequencing, GenBank, Illumina, DDBJ, ENA BioProject PRJNA deposited accession SRA",sovacool@umich.edu,NA,Data Available,801,10.1128/MRA.00204-21,Microbiology Resource Announcements,7/8/21,3/8/22,7/8/21,10.1128/mra.00204-21,11/17/22,2576-098X,27,7/8/21,235,NA,10.1128,American Society for Microbiology,0.99998033,Crossref,23,23,3,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology","Draft Genome Sequences of Pseudomonas spp. Isolated from Berry Surfaces in Commercial Cranberry Bogs in Massachusetts, USA",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.00204-21,10,"<jats:p>
            The surfaces of plants are colonized by a rich diversity of microbes but are largely unexplored. Here, we present the draft genome sequences of five
            <jats:named-content content-type=""genus-species"">Pseudomonas</jats:named-content>
            spp. isolated from cultivated cranberry fruit surfaces. Although the isolates represent four different species, their genomes all contain conserved iron-sequestration and uptake genes.
          </jats:p>",en,Microbiol Resour Announc,NA,2021,NA
https://journals.asm.org/doi/10.1128/mra.00243-19,2,Yes,Yes,NA,NA,NA,jocolova@med.umich.edu,NA,Data Available,821,10.1128/MRA.00243-19,Microbiology Resource Announcements,6/6/19,3/8/22,6/6/19,10.1128/mra.00243-19,3/30/22,2576-098X,23,6/6/19,235,NA,10.1128,American Society for Microbiology,0.99556494,Crossref,6,6,0,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology","Draft Genome Sequence of Haemophilus haemolyticus Strain 16/010 O, Isolated from a Sputum Sample from a Cystic Fibrosis Patient",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.00243-19,8,"<jats:p>
            <jats:named-content content-type=""genus-species"">Haemophilus haemolyticus</jats:named-content>
            is considered a commensal of the respiratory tract that can cause opportunistic infections. It is closely related to
            <jats:named-content content-type=""genus-species"">Haemophilus influenzae</jats:named-content>
            .
          </jats:p>",en,Microbiol Resour Announc,NA,2019,NA
https://journals.asm.org/doi/10.1128/mra.00402-21,1,Yes,Yes,Public,NA,"sequence, sequencing, NCBI, GenBank, Illumina, ""accession number"", ""BioSample"" ""SRA"" ""BioProject""",sovacool@umich.edu,NA,Data Available,813,10.1128/MRA.00402-21,Microbiology Resource Announcements,5/19/21,12/27/22,5/20/21,10.1128/mra.00402-21,12/28/22,2576-098X,20,5/20/21,235,NA,10.1128,American Society for Microbiology,0.9970326,Crossref,20,20,0,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology",Complete Genome Sequence of Burkholderia gladioli Myophage Mana,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.00402-21,10,"<jats:p><jats:named-content content-type=""genus-species"">Burkholderia gladioli</jats:named-content>is known to cause respiratory tract infections in cystic fibrosis patients. Here, we describe the annotation of the 38,038-bp genome sequence of Mana, a P2-like phage of<jats:italic>B. gladioli</jats:italic>. Understanding the genomic characteristics of phages infecting pathogens like<jats:italic>B. gladioli</jats:italic>can lead to advancements in phage therapy.</jats:p>",en,Microbiol Resour Announc,NA,2021,NA
https://journals.asm.org/doi/10.1128/mra.00434-22,1,Yes,Yes,NA,NA,NA,jocolova@med.umich.edu,NA,Data Available,870,10.1128/mra.00434-22,Microbiology Resource Announcements,11/3/22,12/15/22,12/15/22,10.1128/mra.00434-22,12/16/22,2576-098X,12,12/15/22,235,NA,10.1128,American Society for Microbiology,0.983544,Crossref,15,15,0,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology",Complete Genome Sequences of Grapevine Red Globe Virus in Japan,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.00434-22,11,"<jats:p>
            Two complete and three partial genome sequences of grapevine red globe virus (GRGV) from grapevines (
            <jats:italic>Vitis</jats:italic>
            spp.) in Japan were determined.
          </jats:p>",en,Microbiol Resour Announc,NA,2022,NA
https://journals.asm.org/doi/10.1128/mra.00474-22,1,Yes,Yes,Public,NA,"NCBI, GenBank, EMBL, DDBJ, ""accession number""",acollens@umich.edu,NA,Data Available,854,10.1128/mra.00474-22,Microbiology Resource Announcements,7/27/22,8/18/22,8/18/22,10.1128/mra.00474-22,8/18/22,2576-098X,8,8/18/22,235,NA,10.1128,American Society for Microbiology,0.988383,Crossref,14,14,0,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology",Complete Genome Sequence of a Non-Carbapenemase-Producing Carbapenem-Resistant Providencia rettgeri Strain Isolated from a Clinical Urine Sample in Arkansas,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.00474-22,11,"<jats:p>
            Here, we report the complete genome sequence of
            <jats:named-content content-type=""genus-species"">Providencia rettgeri</jats:named-content>
            isolate PROV_UAMS_01, which was recovered in 2021 from a urine sample from a hospitalized patient in Arkansas, USA. The genome sequence of
            <jats:named-content content-type=""genus-species"">P. rettgeri</jats:named-content>
            isolate PROV_UAMS_01 comprises a single chromosomal replicon with a G+C content of 40.51% and a total of 3,887 genes.
          </jats:p>",en,Microbiol Resour Announc,NA,2022,NA
https://journals.asm.org/doi/10.1128/mra.00487-22,1,Yes,Yes,NA,NA,NA,jocolova@med.umich.edu,NA,Data Available,846,10.1128/mra.00487-22,Microbiology Resource Announcements,8/31/22,10/20/22,10/20/22,10.1128/mra.00487-22,10/21/22,2576-098X,10,10/20/22,235,NA,10.1128,American Society for Microbiology,0.98974454,Crossref,12,12,0,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology","Draft Genome Sequences of 9 Actinobacteria from the Family
            <i>Microbacteriaceae</i>
            Associated with Insect- and Nematode-Damaged Plants",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.00487-22,11,"<jats:p>
            Draft genome sequences of 9 strains of known and putative new species of
            <jats:italic>Microbacteriaceae</jats:italic>
            isolated from insect- and nematode-damaged plants were generated using Illumina technology. The data obtained will contribute to the development of the genome-based prokaryote taxonomy and the knowledge on the biology of the microbial group investigated.
          </jats:p>",en,Microbiol Resour Announc,NA,2022,NA
https://journals.asm.org/doi/10.1128/mra.00541-19,2,Yes,Yes,NA,NA,NA,jocolova@med.umich.edu,NA,Data Available,839,10.1128/MRA.00541-19,Microbiology Resource Announcements,7/2/19,9/22/22,7/3/19,10.1128/mra.00541-19,2/3/23,2576-098X,27,7/3/19,235,NA,10.1128,American Society for Microbiology,0.99112713,Crossref,20,20,2,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology",Complete Genome Sequence of Salmonella enterica Serovar Typhimurium Siphophage Skate,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.00541-19,8,"<jats:p><jats:named-content content-type=""genus-species"">Salmonella enterica</jats:named-content>serovar Typhimurium is a Gram-negative pathogen and a primary cause of foodborne illnesses worldwide. Here, we present the complete 47,393-bp genome sequence of the siphophage Skate, which was isolated against<jats:named-content content-type=""genus-species"">S.</jats:named-content>Typhimurium strain LT2.</jats:p>",en,Microbiol Resour Announc,NA,2019,NA
https://journals.asm.org/doi/10.1128/mra.00542-22,1,Yes,Yes,Public,NA,"sequence, sequencing, GenBank, Illumina, DDBJ, ""accession number"", ""DDBJ/ENA/GenBank"" ""BioProject""",sovacool@umich.edu,NA,Data Available,808,10.1128/mra.00542-22,Microbiology Resource Announcements,8/17/22,9/15/22,9/15/22,10.1128/mra.00542-22,9/16/22,2576-098X,9,9/15/22,235,NA,10.1128,American Society for Microbiology,0.99796003,Crossref,12,12,0,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology","Complete Genome Sequence of Methylococcus capsulatus MIR, a Methanotroph Capable of Growth on Methanol",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.00542-22,11,"<jats:p>
            <jats:named-content content-type=""genus-species"">Methylococcus capsulatus</jats:named-content>
            MIR is an aerobic methanotroph that was isolated from an activated sludge sample and is capable of growth on methanol. The finished genome of strain MIR is 3.2 Mb in size. It encodes both MxaFI and XoxF methanol dehydrogenases, as well as three different isozymes of formate dehydrogenase.
          </jats:p>",en,Microbiol Resour Announc,NA,2022,NA
https://journals.asm.org/doi/10.1128/mra.00721-21,3,Yes,Yes,NA,NA,NA,jocolova@med.umich.edu,NA,Data Available,824,10.1128/MRA.00721-21,Microbiology Resource Announcements,9/23/21,3/8/22,9/23/21,10.1128/mra.00721-21,4/2/22,2576-098X,38,9/23/21,235,NA,10.1128,American Society for Microbiology,0.9947044,Crossref,10,10,0,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology",Whole-Genome Sequences of SARS-CoV-2 Isolates from Ethiopian Patients,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.00721-21,10,"<jats:p>Three complete severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) genomes from Ethiopian patients were compared with deposited global genomes. Two genomes belonged to genetic group 20A/B.1/GH, and the other belonged to genetic group 20A/B.1.480/GH. Enhancing genomic capacity is important to investigate the transmission and to monitor the evolution and mutational patterns of SARS-CoV-2 in this country.</jats:p>",en,Microbiol Resour Announc,NA,2021,NA
https://journals.asm.org/doi/10.1128/mra.00746-21,2,Yes,Yes,NA,NA,NA,jocolova@med.umich.edu,NA,Data Available,869,10.1128/MRA.00746-21,Microbiology Resource Announcements,10/7/21,3/8/22,10/7/21,10.1128/mra.00746-21,4/5/22,2576-098X,40,10/7/21,235,NA,10.1128,American Society for Microbiology,0.9849188,Crossref,21,21,0,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology",Evaluation of Genome Sequences of the Bacteriophages JeTaime and Luna22,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.00746-21,10,"<jats:p>
            The mycobacteriophages JeTaime (E cluster) and Luna22 (Q cluster) were isolated from soil in Providence, Rhode Island, and Charleston, South Carolina, respectively, using a
            <jats:named-content content-type=""genus-species"">Mycobacterium smegmatis</jats:named-content>
            mc
            <jats:sup>2</jats:sup>
            155 host. The genome of JeTaime is 75,099 bp (142 predicted genes), and that of Luna22 is 53,730 bp (87 predicted genes). Both phages exhibit
            <jats:italic>Siphoviridae</jats:italic>
            morphology.
          </jats:p>",en,Microbiol Resour Announc,NA,2021,NA
https://journals.asm.org/doi/10.1128/mra.00758-21,2,Yes,Yes,NA,NA,NA,jocolova@med.umich.edu,NA,Data Available,881,10.1128/MRA.00758-21,Microbiology Resource Announcements,9/30/21,3/8/22,9/30/21,10.1128/mra.00758-21,10/14/22,2576-098X,39,9/30/21,235,NA,10.1128,American Society for Microbiology,0.979989,Crossref,12,12,2,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology","Draft Genome Sequence of Streptococcus salivarius AGIRA0003, Isolated from Functional Gastrointestinal Disorder Duodenal Tissue",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.00758-21,10,"<jats:p>
            Patients suffering functional dyspepsia symptoms have been shown to possess a greater relative abundance of
            <jats:named-content content-type=""genus-species"">Streptococcus</jats:named-content>
            compared to asymptomatic controls. Here, we describe the isolation and genomic features of a new
            <jats:named-content content-type=""genus-species"">Streptococcus</jats:named-content>
            isolate, from the duodenal tissue of a subject reporting dyspeptic symptoms, taxonomically assigned to
            <jats:named-content content-type=""genus-species"">Streptococcus salivarius</jats:named-content>
            and designated strain AGIRA0003.
          </jats:p>",en,Microbiol Resour Announc,NA,2021,NA
