paper,html_tag,link_address,link_text,link_status,hostname,domain,website_type,link_count,new_seq_data,availability,data_public_private,software_links,keywords,submitter,comments,data_available,...11,alternative.id,container.title,created,deposited,published.print,doi,indexed,issn,issue,issued,member,page,prefix,publisher,score,source,reference.count,references.count,is.referenced.by.count,subject,title,type,update.policy,url,volume,abstract,language,short.container.title,published.online,year.published,...42
https://journals.asm.org/doi/10.1128/mra.00181-20,"<a href=""%5C%22https://github.com/rrwick/Porechop%5C%22"">https://github.com/rrwick/Porechop</a>",https://github.com/rrwick/Porechop,https://github.com/rrwick/Porechop,200,github.com,com,com,2,Yes,Yes,Public,NA,"sequence, sequencing, GenBank, nucleotide, MinION",acollens@umich.edu,NA,Data Available,850,10.1128/MRA.00181-20,Microbiology Resource Announcements,4/8/20,3/8/22,4/9/20,10.1128/mra.00181-20,12/20/22,2576-098X,15,4/9/20,235,NA,10.1128,American Society for Microbiology,0.98950815,Crossref,13,13,7,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology",Complete Genome Sequences of the Human Pathogen Paenibacillus thiaminolyticus Mbale and Type Strain P. thiaminolyticus NRRL B-4156,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.00181-20,9,"<jats:p>
            We have isolated a likely bacterial pathogen from cerebrospinal fluid from a Ugandan infant suffering from hydrocephalus. Whole-genome sequencing and assembly of the genome of the clinical isolate, as well as that of a previously deposited reference strain, identified the isolate as
            <jats:named-content content-type=""genus-species"">Paenibacillus thiaminolyticus</jats:named-content>
            , which has not been associated with widespread human infections.
          </jats:p>",en,Microbiol Resour Announc,NA,2020,NA
https://journals.asm.org/doi/10.1128/mra.00204-21,"<a href=""%5C%22https://lpsn.dsmz.de/genus/pseudomonas%5C%22"">https://lpsn.dsmz.de/genus/pseudomonas</a>",https://lpsn.dsmz.de/genus/pseudomonas,https://lpsn.dsmz.de/genus/pseudomonas,200,lpsn.dsmz.de,de,other,1,Yes,Yes,Public,NA,"sequence, sequencing, GenBank, Illumina, DDBJ, ENA BioProject PRJNA deposited accession SRA",sovacool@umich.edu,NA,Data Available,801,10.1128/MRA.00204-21,Microbiology Resource Announcements,7/8/21,3/8/22,7/8/21,10.1128/mra.00204-21,11/17/22,2576-098X,27,7/8/21,235,NA,10.1128,American Society for Microbiology,0.99998033,Crossref,23,23,3,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology","Draft Genome Sequences of Pseudomonas spp. Isolated from Berry Surfaces in Commercial Cranberry Bogs in Massachusetts, USA",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.00204-21,10,"<jats:p>
            The surfaces of plants are colonized by a rich diversity of microbes but are largely unexplored. Here, we present the draft genome sequences of five
            <jats:named-content content-type=""genus-species"">Pseudomonas</jats:named-content>
            spp. isolated from cultivated cranberry fruit surfaces. Although the isolates represent four different species, their genomes all contain conserved iron-sequestration and uptake genes.
          </jats:p>",en,Microbiol Resour Announc,NA,2021,NA
https://journals.asm.org/doi/10.1128/mra.01063-20,"<a href=""%5C%22https://pubmlst.org%5C%22"">https://pubmlst.org</a>",https://pubmlst.org,https://pubmlst.org,200,pubmlst.org,org,org,1,Yes,Yes,Public,NA,"sequence, sequencing, NCBI, GenBank, Illumina, ""BioProject"" ""raw reads"" ""accession no."" ""sra no.""",sovacool@umich.edu,NA,Data Available,805,10.1128/MRA.01063-20,Microbiology Resource Announcements,5/12/21,3/8/22,5/13/21,10.1128/mra.01063-20,3/29/22,2576-098X,19,5/13/21,235,NA,10.1128,American Society for Microbiology,0.9985786,Crossref,14,14,0,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology","Whole-Genome Sequencing Analysis of Salmonella Isolates from Poultry Farms, a Slaughterhouse, and Retail Stalls in Thailand",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.01063-20,10,"<jats:p>
            The draft genome sequences of 21
            <jats:named-content content-type=""genus-species"">Salmonella</jats:named-content>
            isolates obtained from poultry production chains in Hat Yai City, Songkhla Province, Thailand, were reported in this study. Our study revealed that there was
            <jats:named-content content-type=""genus-species"">Salmonella</jats:named-content>
            environmental contamination along poultry production chains and cross-contamination among poultry through inanimate surfaces in the environment.
          </jats:p>",en,Microbiol Resour Announc,NA,2021,NA
https://journals.asm.org/doi/10.1128/mra.00474-22,"<a href=""%5C%22https://github.com/rrwick/Porechop%5C%22"">https://github.com/rrwick/Porechop</a>",https://github.com/rrwick/Porechop,https://github.com/rrwick/Porechop,200,github.com,com,com,1,Yes,Yes,Public,NA,"NCBI, GenBank, EMBL, DDBJ, ""accession number""",acollens@umich.edu,NA,Data Available,854,10.1128/mra.00474-22,Microbiology Resource Announcements,7/27/22,8/18/22,8/18/22,10.1128/mra.00474-22,8/18/22,2576-098X,8,8/18/22,235,NA,10.1128,American Society for Microbiology,0.988383,Crossref,14,14,0,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology",Complete Genome Sequence of a Non-Carbapenemase-Producing Carbapenem-Resistant Providencia rettgeri Strain Isolated from a Clinical Urine Sample in Arkansas,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.00474-22,11,"<jats:p>
            Here, we report the complete genome sequence of
            <jats:named-content content-type=""genus-species"">Providencia rettgeri</jats:named-content>
            isolate PROV_UAMS_01, which was recovered in 2021 from a urine sample from a hospitalized patient in Arkansas, USA. The genome sequence of
            <jats:named-content content-type=""genus-species"">P. rettgeri</jats:named-content>
            isolate PROV_UAMS_01 comprises a single chromosomal replicon with a G+C content of 40.51% and a total of 3,887 genes.
          </jats:p>",en,Microbiol Resour Announc,NA,2022,NA
https://journals.asm.org/doi/10.1128/mra.00542-22,"<a href=""%5C%22https://github.com/najoshi/sickle%5C%22"">https://github.com/najoshi/sickle</a>",https://github.com/najoshi/sickle,https://github.com/najoshi/sickle,200,github.com,com,com,1,Yes,Yes,Public,NA,"sequence, sequencing, GenBank, Illumina, DDBJ, ""accession number"", ""DDBJ/ENA/GenBank"" ""BioProject""",sovacool@umich.edu,NA,Data Available,808,10.1128/mra.00542-22,Microbiology Resource Announcements,8/17/22,9/15/22,9/15/22,10.1128/mra.00542-22,9/16/22,2576-098X,9,9/15/22,235,NA,10.1128,American Society for Microbiology,0.99796003,Crossref,12,12,0,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology","Complete Genome Sequence of Methylococcus capsulatus MIR, a Methanotroph Capable of Growth on Methanol",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.00542-22,11,"<jats:p>
            <jats:named-content content-type=""genus-species"">Methylococcus capsulatus</jats:named-content>
            MIR is an aerobic methanotroph that was isolated from an activated sludge sample and is capable of growth on methanol. The finished genome of strain MIR is 3.2 Mb in size. It encodes both MxaFI and XoxF methanol dehydrogenases, as well as three different isozymes of formate dehydrogenase.
          </jats:p>",en,Microbiol Resour Announc,NA,2022,NA
https://journals.asm.org/doi/10.1128/mra.01288-20,"<a href=""%5C%22https://seaphagesbioinformatics.helpdocsonline.com/home%5C%22"">https://seaphagesbioinformatics.helpdocsonline.com/home</a>",https://seaphagesbioinformatics.helpdocsonline.com/home,https://seaphagesbioinformatics.helpdocsonline.com/home,200,seaphagesbioinformatics.helpdocsonline.com,com,com,1,Yes,Yes,Public,NA,"GenBank, Illumina, ""accession number"", ""SRA""",sovacool@umich.edu,NA,Data Available,810,10.1128/MRA.01288-20,Microbiology Resource Announcements,3/3/21,3/8/22,3/4/21,10.1128/mra.01288-20,4/2/22,2576-098X,9,3/4/21,235,NA,10.1128,American Society for Microbiology,0.99759156,Crossref,11,11,0,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology",Genome Sequences of Mycobacterium smegmatis Phages Purgamenstris and PhancyPhin,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.01288-20,10,"<jats:p>
            Two novel mycobacteriophages, PhancyPhin and Purgamenstris, were isolated from the Houston, Texas, area. They were isolated in the same year with the soil enrichment method using the host
            <jats:named-content content-type=""genus-species"">Mycobacterium smegmatis</jats:named-content>
            mc
            <jats:sup>2</jats:sup>
            155. They exhibit a 99.55% nucleotide identity with each other.
          </jats:p>",en,Microbiol Resour Announc,NA,2021,NA
https://journals.asm.org/doi/10.1128/mra.01149-20,"<a href=""%5C%22https://kbase.us/n/60201/86%5C%22"">https://kbase.us/n/60201/86</a>",https://kbase.us/n/60201/86,https://kbase.us/n/60201/86,200,kbase.us,us,other,1,Yes,Yes,Public,NA,"sequence, sequencing, GenBank, Illumina, ""accession number"", ""SRA""",sovacool@umich.edu,NA,Data Available,811,10.1128/MRA.01149-20,Microbiology Resource Announcements,10/28/20,3/8/22,10/29/20,10.1128/mra.01149-20,4/6/22,2576-098X,44,10/29/20,235,NA,10.1128,American Society for Microbiology,0.9973472,Crossref,11,11,0,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology","Draft Genome Sequence of
            <i>Bacillus</i>
            sp. Strain EB106-08-02-XG196, Isolated from High-Nitrate-Contaminated Sediment",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.01149-20,9,"<jats:p>
            <jats:italic>Bacillus</jats:italic>
            sp. strain EB106-08-02-XG196 was isolated from a high-nitrate- and heavy metal-contaminated site at the Oak Ridge Reservation. We report the draft genome sequence of this strain to provide insights into the genomic basis for surviving in this unique environment.
          </jats:p>",en,Microbiol Resour Announc,NA,2020,NA
https://journals.asm.org/doi/10.1128/mra.01073-22,"<a href=""%5C%22https://github.com/rrwick/Porechop%5C%22"">https://github.com/rrwick/Porechop</a>",https://github.com/rrwick/Porechop,https://github.com/rrwick/Porechop,200,github.com,com,com,2,Yes,Yes,Public,NA,"sequence, sequencing, GenBank, ""accession number"", BioProject, listed in Table 1",acollens@umich.edu,NA,Data Available,857,10.1128/mra.01073-22,Microbiology Resource Announcements,12/7/22,1/24/23,1/24/23,10.1128/mra.01073-22,1/25/23,2576-098X,1,1/24/23,235,NA,10.1128,American Society for Microbiology,0.9879387,Crossref,16,16,0,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology",Draft Genome Sequences of Phytase Active Endophytic and Epiphytic Erwinia gerundensis Isolated from Wheat (Triticum aestivum) Seeds,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.01073-22,12,"<jats:p>
            Here, we provide draft genome sequences of an epiphytic strain (HEP01) and an endophytic strain (HEN01) of
            <jats:named-content content-type=""genus-species"">Erwinia gerundensis</jats:named-content>
            , isolated from wheat (
            <jats:named-content content-type=""genus-species"">Triticum aestivum</jats:named-content>
            ) seeds. Genome sizes of HEP01 and HEN01 were 3,771,322 bp and 3,750,048 bp, respectively. HEP01 and HEN01 carried one plasmid each with sizes of 565,617 bp and 576,781 bp, respectively. Both showed phenotypic phytase activity.
          </jats:p>",en,Microbiol Resour Announc,NA,2023,NA
https://journals.asm.org/doi/10.1128/mra.01073-22,"<a href=""%5C%22https://github.com/nanoporetech/medaka%5C%22"">https://github.com/nanoporetech/medaka</a>",https://github.com/nanoporetech/medaka,https://github.com/nanoporetech/medaka,200,github.com,com,com,2,Yes,Yes,Public,NA,"sequence, sequencing, GenBank, ""accession number"", BioProject, listed in Table 1",acollens@umich.edu,NA,Data Available,857,10.1128/mra.01073-22,Microbiology Resource Announcements,12/7/22,1/24/23,1/24/23,10.1128/mra.01073-22,1/25/23,2576-098X,1,1/24/23,235,NA,10.1128,American Society for Microbiology,0.9879387,Crossref,16,16,0,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology",Draft Genome Sequences of Phytase Active Endophytic and Epiphytic Erwinia gerundensis Isolated from Wheat (Triticum aestivum) Seeds,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.01073-22,12,"<jats:p>
            Here, we provide draft genome sequences of an epiphytic strain (HEP01) and an endophytic strain (HEN01) of
            <jats:named-content content-type=""genus-species"">Erwinia gerundensis</jats:named-content>
            , isolated from wheat (
            <jats:named-content content-type=""genus-species"">Triticum aestivum</jats:named-content>
            ) seeds. Genome sizes of HEP01 and HEN01 were 3,771,322 bp and 3,750,048 bp, respectively. HEP01 and HEN01 carried one plasmid each with sizes of 565,617 bp and 576,781 bp, respectively. Both showed phenotypic phytase activity.
          </jats:p>",en,Microbiol Resour Announc,NA,2023,NA
https://journals.asm.org/doi/10.1128/mra.00402-21,"<a href=""%5C%22https://cpt.tamu.edu/%5C%22"">https://cpt.tamu.edu/</a>",https://cpt.tamu.edu/,https://cpt.tamu.edu/,200,cpt.tamu.edu,edu,edu,1,Yes,Yes,Public,NA,"sequence, sequencing, NCBI, GenBank, Illumina, ""accession number"", ""BioSample"" ""SRA"" ""BioProject""",sovacool@umich.edu,NA,Data Available,813,10.1128/MRA.00402-21,Microbiology Resource Announcements,5/19/21,12/27/22,5/20/21,10.1128/mra.00402-21,12/28/22,2576-098X,20,5/20/21,235,NA,10.1128,American Society for Microbiology,0.9970326,Crossref,20,20,0,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology",Complete Genome Sequence of Burkholderia gladioli Myophage Mana,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.00402-21,10,"<jats:p><jats:named-content content-type=""genus-species"">Burkholderia gladioli</jats:named-content>is known to cause respiratory tract infections in cystic fibrosis patients. Here, we describe the annotation of the 38,038-bp genome sequence of Mana, a P2-like phage of<jats:italic>B. gladioli</jats:italic>. Understanding the genomic characteristics of phages infecting pathogens like<jats:italic>B. gladioli</jats:italic>can lead to advancements in phage therapy.</jats:p>",en,Microbiol Resour Announc,NA,2021,NA
https://journals.asm.org/doi/10.1128/mra.01234-22,"<a href=""%5C%22https://github.com/PacificBiosciences/ccs%5C%22"">https://github.com/PacificBiosciences/ccs</a>",https://github.com/PacificBiosciences/ccs,https://github.com/PacificBiosciences/ccs,200,github.com,com,com,2,Yes,Yes,Public,NA,"sequence, sequencing, nucleotide, PacBio, GenBank, EMBL, ENA, DDBJ, ""accession number"", ""accession no.""",acollens@umich.edu,NA,Data Available,864,10.1128/mra.01234-22,Microbiology Resource Announcements,2/16/23,2/16/23,NA,10.1128/mra.01234-22,2/17/23,2576-098X,NA,2/16/23,235,NA,10.1128,American Society for Microbiology,0.9855222,Crossref,7,7,0,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology","Complete Genome Sequences of Three Polynucleobacter sp. Subcluster PnecC Strains, KF022, KF023, and KF032, Isolated from a Shallow Eutrophic Lake and a River in Japan",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.01234-22,NA,"<jats:p>
            The genus
            <jats:italic>Polynucleobacter</jats:italic>
            subcluster PnecC consists of bacteria representing the ubiquitous taxon of freshwater bacterioplankton. Here, we report the complete genome sequences of three
            <jats:italic>Polynucleobacter</jats:italic>
            sp. (PnecC) strains, namely, KF022, KF023, and KF032, which were isolated from surface water of a temperate shallow eutrophic lake and its inflow river in Japan.
          </jats:p>",en,Microbiol Resour Announc,2/16/23,NA,NA
https://journals.asm.org/doi/10.1128/mra.01234-22,"<a href=""%5C%22https://dfast.nig.ac.jp%5C%22"">https://dfast.nig.ac.jp</a>",https://dfast.nig.ac.jp,https://dfast.nig.ac.jp,404,dfast.nig.ac.jp,jp,other,2,Yes,Yes,Public,NA,"sequence, sequencing, nucleotide, PacBio, GenBank, EMBL, ENA, DDBJ, ""accession number"", ""accession no.""",acollens@umich.edu,NA,Data Available,864,10.1128/mra.01234-22,Microbiology Resource Announcements,2/16/23,2/16/23,NA,10.1128/mra.01234-22,2/17/23,2576-098X,NA,2/16/23,235,NA,10.1128,American Society for Microbiology,0.9855222,Crossref,7,7,0,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology","Complete Genome Sequences of Three Polynucleobacter sp. Subcluster PnecC Strains, KF022, KF023, and KF032, Isolated from a Shallow Eutrophic Lake and a River in Japan",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.01234-22,NA,"<jats:p>
            The genus
            <jats:italic>Polynucleobacter</jats:italic>
            subcluster PnecC consists of bacteria representing the ubiquitous taxon of freshwater bacterioplankton. Here, we report the complete genome sequences of three
            <jats:italic>Polynucleobacter</jats:italic>
            sp. (PnecC) strains, namely, KF022, KF023, and KF032, which were isolated from surface water of a temperate shallow eutrophic lake and its inflow river in Japan.
          </jats:p>",en,Microbiol Resour Announc,2/16/23,NA,NA
https://journals.asm.org/doi/10.1128/mra.01114-22,"<a href=""%5C%22https://pangolin.cog-uk.io%5C%22"">https://pangolin.cog-uk.io</a>",https://pangolin.cog-uk.io,https://pangolin.cog-uk.io,200,pangolin.cog-uk.io,io,other,1,Yes,Yes,Public,NA,"GenBank, ""accession number"", ""accession no.""",acollens@umich.edu,NA,Data Available,868,10.1128/mra.01114-22,Microbiology Resource Announcements,11/14/22,12/15/22,12/15/22,10.1128/mra.01114-22,12/16/22,2576-098X,12,12/15/22,235,NA,10.1128,American Society for Microbiology,0.9849219,Crossref,12,12,0,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology","Coding Complete Genome Sequence of the SARS-CoV-2 Virus Strain, Variant B.1.1, Sampled from Kazakhstan",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.01114-22,11,"<jats:p>This article describes the results of sequencing and analysis of the entire genome of the SARS-CoV-2 virus sampled in Kazakhstan in 2021. The whole-genome sequence of the strain was 29,751 bp. According to the results of phylogenetic analysis (according to the Pangolin COVID-19 database), the SARS-CoV-2/human/KAZ/B1.1/2021 strain studied here was assigned to variant B.1.1.</jats:p>",en,Microbiol Resour Announc,NA,2022,NA
https://journals.asm.org/doi/10.1128/mra.00960-22,"<a href=""%5C%22https://github.com/JoshuaIszatt/phanatic%5C%22"">https://github.com/JoshuaIszatt/phanatic</a>",https://github.com/JoshuaIszatt/phanatic,https://github.com/JoshuaIszatt/phanatic,404,github.com,com,com,1,Yes,Yes,Public,NA,"GenBank, NCBI, Table 1. , Sequence Read Archive",acollens@umich.edu,NA,Data Available,833,10.1128/mra.00960-22,Microbiology Resource Announcements,11/14/22,12/15/22,12/15/22,10.1128/mra.00960-22,12/16/22,2576-098X,12,12/15/22,235,NA,10.1128,American Society for Microbiology,0.99187094,Crossref,20,20,0,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology","Complete Genome Sequences of Four Pseudomonas aeruginosa Bacteriophages: Kara-mokiny 8, Kara-mokiny 13, Kara-mokiny 16, and Boorn-mokiny 1",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.00960-22,11,"<jats:p>
            <jats:named-content content-type=""genus-species"">Pseudomonas aeruginosa</jats:named-content>
            is an opportunistic pathogen. Here, we report the isolation of four bacteriophages from wastewater. All four bacteriophages belong to the
            <jats:italic>Myoviridae</jats:italic>
            family. Kara-mokiny 8, 13, and 16 are of the
            <jats:italic>Pbunavirus</jats:italic>
            genus and have genomes between 65,527 and 66,420-bp. Boorn-mokiny 1 is of the
            <jats:italic>Phikzvirus</jats:italic>
            genus and has a 278,796-bp genome.
          </jats:p>",en,Microbiol Resour Announc,NA,2022,NA
https://journals.asm.org/doi/10.1128/mra.00891-22,"<a href=""%5C%22https://github.com/Computational-conSequences/SequenceTools%5C%22"">https://github.com/Computational-conSequences/SequenceTools</a>",https://github.com/Computational-conSequences/SequenceTools,https://github.com/Computational-conSequences/SequenceTools,200,github.com,com,com,1,Yes,Yes,Public,NA,"Illumina, PacBio, GenBank, EMBL, ENA, DDBJ, raw data, BioProject",acollens@umich.edu,NA,Data Available,841,10.1128/mra.00891-22,Microbiology Resource Announcements,11/8/22,12/15/22,12/15/22,10.1128/mra.00891-22,12/16/22,2576-098X,12,12/15/22,235,NA,10.1128,American Society for Microbiology,0.990592,Crossref,18,18,0,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology",Complete Genome Sequence of Rhodococcus qingshengii N9T-4,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.00891-22,11,"<jats:p>
            <jats:named-content content-type=""genus-species"">Rhodococcus qingshengii</jats:named-content>
            N9T-4 can grow on media without added carbon sources. Here, we report the complete nucleotide sequence of the N9T-4 genome, consisting of a chromosome (6,439,972 bp), a linear plasmid (pN9T4-1 [565,206 bp]), and two circular plasmids (pN9T-4-2 [99,662 bp] and pN9T-4-3 [30,419 bp]).
          </jats:p>",en,Microbiol Resour Announc,NA,2022,NA
https://journals.asm.org/doi/10.1128/mra.00243-19,"<a href=""%5C%22https://github.com/lh3/seqtk%5C%22"">https://github.com/lh3/seqtk</a>",https://github.com/lh3/seqtk,https://github.com/lh3/seqtk,200,github.com,com,com,2,Yes,Yes,NA,NA,NA,jocolova@med.umich.edu,NA,Data Available,821,10.1128/MRA.00243-19,Microbiology Resource Announcements,6/6/19,3/8/22,6/6/19,10.1128/mra.00243-19,3/30/22,2576-098X,23,6/6/19,235,NA,10.1128,American Society for Microbiology,0.99556494,Crossref,6,6,0,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology","Draft Genome Sequence of Haemophilus haemolyticus Strain 16/010 O, Isolated from a Sputum Sample from a Cystic Fibrosis Patient",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.00243-19,8,"<jats:p>
            <jats:named-content content-type=""genus-species"">Haemophilus haemolyticus</jats:named-content>
            is considered a commensal of the respiratory tract that can cause opportunistic infections. It is closely related to
            <jats:named-content content-type=""genus-species"">Haemophilus influenzae</jats:named-content>
            .
          </jats:p>",en,Microbiol Resour Announc,NA,2019,NA
https://journals.asm.org/doi/10.1128/mra.00243-19,"<a href=""%5C%22https://www.bioinformatics.babraham.ac.uk/projects/trim_galore/%5C%22"">https://www.bioinformatics.babraham.ac.uk/projects/trim_galore/</a>",https://www.bioinformatics.babraham.ac.uk/projects/trim_galore/,https://www.bioinformatics.babraham.ac.uk/projects/trim_galore/,200,bioinformatics.babraham.ac.uk,uk,other,2,Yes,Yes,NA,NA,NA,jocolova@med.umich.edu,NA,Data Available,821,10.1128/MRA.00243-19,Microbiology Resource Announcements,6/6/19,3/8/22,6/6/19,10.1128/mra.00243-19,3/30/22,2576-098X,23,6/6/19,235,NA,10.1128,American Society for Microbiology,0.99556494,Crossref,6,6,0,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology","Draft Genome Sequence of Haemophilus haemolyticus Strain 16/010 O, Isolated from a Sputum Sample from a Cystic Fibrosis Patient",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.00243-19,8,"<jats:p>
            <jats:named-content content-type=""genus-species"">Haemophilus haemolyticus</jats:named-content>
            is considered a commensal of the respiratory tract that can cause opportunistic infections. It is closely related to
            <jats:named-content content-type=""genus-species"">Haemophilus influenzae</jats:named-content>
            .
          </jats:p>",en,Microbiol Resour Announc,NA,2019,NA
https://journals.asm.org/doi/10.1128/mra.00541-19,"<a href=""%5C%22https://www.bioinformatics.babraham.ac.uk/projects/fastqc/%5C%22"">https://www.bioinformatics.babraham.ac.uk/projects/fastqc/</a>",https://www.bioinformatics.babraham.ac.uk/projects/fastqc/,https://www.bioinformatics.babraham.ac.uk/projects/fastqc/,200,bioinformatics.babraham.ac.uk,uk,other,2,Yes,Yes,NA,NA,NA,jocolova@med.umich.edu,NA,Data Available,839,10.1128/MRA.00541-19,Microbiology Resource Announcements,7/2/19,9/22/22,7/3/19,10.1128/mra.00541-19,2/3/23,2576-098X,27,7/3/19,235,NA,10.1128,American Society for Microbiology,0.99112713,Crossref,20,20,2,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology",Complete Genome Sequence of Salmonella enterica Serovar Typhimurium Siphophage Skate,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.00541-19,8,"<jats:p><jats:named-content content-type=""genus-species"">Salmonella enterica</jats:named-content>serovar Typhimurium is a Gram-negative pathogen and a primary cause of foodborne illnesses worldwide. Here, we present the complete 47,393-bp genome sequence of the siphophage Skate, which was isolated against<jats:named-content content-type=""genus-species"">S.</jats:named-content>Typhimurium strain LT2.</jats:p>",en,Microbiol Resour Announc,NA,2019,NA
https://journals.asm.org/doi/10.1128/mra.00541-19,"<a href=""%5C%22https://cpt.tamu.edu/%5C%22"">https://cpt.tamu.edu/</a>",https://cpt.tamu.edu/,https://cpt.tamu.edu/,200,cpt.tamu.edu,edu,edu,2,Yes,Yes,NA,NA,NA,jocolova@med.umich.edu,NA,Data Available,839,10.1128/MRA.00541-19,Microbiology Resource Announcements,7/2/19,9/22/22,7/3/19,10.1128/mra.00541-19,2/3/23,2576-098X,27,7/3/19,235,NA,10.1128,American Society for Microbiology,0.99112713,Crossref,20,20,2,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology",Complete Genome Sequence of Salmonella enterica Serovar Typhimurium Siphophage Skate,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.00541-19,8,"<jats:p><jats:named-content content-type=""genus-species"">Salmonella enterica</jats:named-content>serovar Typhimurium is a Gram-negative pathogen and a primary cause of foodborne illnesses worldwide. Here, we present the complete 47,393-bp genome sequence of the siphophage Skate, which was isolated against<jats:named-content content-type=""genus-species"">S.</jats:named-content>Typhimurium strain LT2.</jats:p>",en,Microbiol Resour Announc,NA,2019,NA
https://journals.asm.org/doi/10.1128/mra.00721-21,"<a href=""%5C%22https://github.com/tseemann/snippy%5C%22"">https://github.com/tseemann/snippy</a>",https://github.com/tseemann/snippy,https://github.com/tseemann/snippy,200,github.com,com,com,3,Yes,Yes,NA,NA,NA,jocolova@med.umich.edu,NA,Data Available,824,10.1128/MRA.00721-21,Microbiology Resource Announcements,9/23/21,3/8/22,9/23/21,10.1128/mra.00721-21,4/2/22,2576-098X,38,9/23/21,235,NA,10.1128,American Society for Microbiology,0.9947044,Crossref,10,10,0,"Genetics,Immunology and Microbiology (miscellaneous),Molecular Biology",Whole-Genome Sequences of SARS-CoV-2 Isolates from Ethiopian Patients,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/mra.00721-21,10,"<jats:p>Three complete severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) genomes from Ethiopian patients were compared with deposited global genomes. Two genomes belonged to genetic group 20A/B.1/GH, and the other belonged to genetic group 20A/B.1.480/GH. Enhancing genomic capacity is important to investigate the transmission and to monitor the evolution and mutational patterns of SARS-CoV-2 in this country.</jats:p>",en,Microbiol Resour Announc,NA,2021,NA
