alternative.id,paper,container.title,created,deposited,published.print,doi,indexed,issn,issue,issued,member,prefix,publisher,score,source,reference.count,references.count,is.referenced.by.count,title,type,update.policy,url,volume,abstract,language,short.container.title,assertion,author,funder,link,license,reference,published.online,page,update_to,unique_id,html_filename
10.1128/mSystems.00758-19,https://journals.asm.org/doi/10.1128/msystems.00758-19,mSystems,2020-03-09,2022-03-08,2020-04-28,10.1128/msystems.00758-19,2024-08-11,2379-5077,2,2020-04-28,235,10.1128,American Society for Microbiology,0,Crossref,90,90,16,Indigenous Ammonia-Oxidizing Archaea in Oxic Subseafloor Oceanic Crust,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msystems.00758-19,5,"<jats:p>
            Ridge flanks represent the major avenue of chemical and heat exchange between the Earth’s oceans and the lithosphere and are thought to harbor an enormous and understudied biosphere. However, little is known about the diversity and functionality of the crustal biosphere. Here, we report an indigenous community of archaea specialized in ammonia oxidation (i.e., AOA) in the oxic oceanic crust at North Pond. These AOA are the dominant archaea and are likely responsible for most of the cycling taking place in the first step of nitrification, a feasible nitrogen cycling step in the oxic basement. The crustal AOA community structure significantly differs from that in deep ocean water but is similar to that of the community in the overlying sediments in close proximity. This report links the occurrence of AOA to their metabolic activity in the oxic subseafloor crust and suggests that ecological selection and
            <jats:italic>in situ</jats:italic>
            proliferation may shape the microbial community structure in the rocky subsurface.
          </jats:p>",en,mSystems,,,,,,,NA,NA,,10.1128_msystems.00758-19,Data/html/10.1128_msystems.00758-19
10.1128/mSystems.00232-20,https://journals.asm.org/doi/10.1128/msystems.00232-20,mSystems,2020-04-20,2022-03-08,2020-04-28,10.1128/msystems.00232-20,2024-07-21,2379-5077,2,2020-04-28,235,10.1128,American Society for Microbiology,0,Crossref,56,56,7,Integrating CRISPR-Enabled Trackable Genome Engineering and Transcriptomic Analysis of Global Regulators for Antibiotic Resistance Selection and Identification in Escherichia coli,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msystems.00232-20,5,"<jats:p>The growing threat of antimicrobial resistance poses a serious threat to public health care and motivates efforts to understand the means by which resistance acquisition occurs and how this can be combatted. To address these challenges, we expedited the identification of novel mutations that enable complex phenotypic changes that result in improved tolerance to antibiotics by integrating CREATE and transcriptomic analysis of global regulators. The results give us a better understanding of the mechanisms of resistance to tetracycline antibiotics and aminoglycoside antibiotics and also indicate that the method may be used for quickly identifying resistance-related mutations.</jats:p>",en,mSystems,,,,,,,NA,NA,,10.1128_msystems.00232-20,Data/html/10.1128_msystems.00232-20
10.1128/mSystems.00161-20,https://journals.asm.org/doi/10.1128/msystems.00161-20,mSystems,2020-04-27,2024-08-04,2020-04-28,10.1128/msystems.00161-20,2024-09-15,2379-5077,2,2020-04-28,235,10.1128,American Society for Microbiology,0,Crossref,51,51,40,"Commensal Oral Rothia mucilaginosa Produces Enterobactin, a Metal-Chelating Siderophore",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msystems.00161-20,5,"<jats:p>The communication language of the human oral microbiota is vastly underexplored. However, a few studies have shown that specialized small molecules encoded by BGCs have critical roles such as in colonization resistance against pathogens and quorum sensing. Here, by using a genome mining approach in combination with compound screening of growth cultures, we identified that the commensal oral community member<jats:italic>R. mucilaginosa</jats:italic>harbors a catecholate-siderophore BGC, which is responsible for the biosynthesis of enterobactin. The iron-scavenging role of enterobactin is known to have positive effects on the host’s iron pool and negative effects on host immune function; however, its role in oral health remains unexplored.<jats:italic>R. mucilaginosa</jats:italic>was previously identified as an abundant community member in cystic fibrosis, where bacterial iron cycling plays a major role in virulence development. With respect to iron’s broad biological importance, iron-chelating enterobactin may explain<jats:italic>R. mucilaginosa</jats:italic>’s colonization success in both health and disease.</jats:p>",en,mSystems,,,,,,,NA,NA,,10.1128_msystems.00161-20,Data/html/10.1128_msystems.00161-20
10.1128/mSystems.00799-19,https://journals.asm.org/doi/10.1128/msystems.00799-19,mSystems,2020-03-16,2022-03-08,2020-04-28,10.1128/msystems.00799-19,2024-09-02,2379-5077,2,2020-04-28,235,10.1128,American Society for Microbiology,0,Crossref,40,40,22,Horizontal Plasmid Transfer Promotes the Dissemination of Asian Acute Hepatopancreatic Necrosis Disease and Provides a Novel Mechanism for Genetic Exchange and Environmental Adaptation,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msystems.00799-19,5,"<jats:p>
            Global outbreaks of shrimp acute hepatopancreatic necrosis disease (AHPND) caused by
            <jats:named-content content-type=""genus-species"">V. parahaemolyticus</jats:named-content>
            represent an urgent issue for the shrimp industry. This study revealed that the transmission mode of AHPND consists of two steps, the transregional dissemination of
            <jats:named-content content-type=""genus-species"">V. parahaemolyticus</jats:named-content>
            and the horizontal transfer of an AHPND-associated plasmid. Surprisingly, the introduction of the AHPND-associated plasmid also offers a novel mechanism of genetic exchange mediated by insertion sequences, and it improved the fitness of
            <jats:named-content content-type=""genus-species"">V. parahaemolyticus</jats:named-content>
            in a harsh environment. The results presented herein suggest that current shrimp farming practices promote genetic mixture between endemic and oceanic
            <jats:named-content content-type=""genus-species"">V. parahaemolyticus</jats:named-content>
            populations, which introduced the plasmid and accelerated bacterial adaptation by the acquisition of ecologically important functions. This entails a risk of the emergence of new virulent populations both for shrimp and humans. This study improves our understanding of the global dissemination of the AHPND-associated plasmid and highlights the urgent need to improve biosecurity for shrimp farming.
          </jats:p>",en,mSystems,,,,,,,NA,NA,,10.1128_msystems.00799-19,Data/html/10.1128_msystems.00799-19
10.1128/mSystems.00495-19,https://journals.asm.org/doi/10.1128/msystems.00495-19,mSystems,2020-04-13,2022-03-08,2020-04-28,10.1128/msystems.00495-19,2024-09-04,2379-5077,2,2020-04-28,235,10.1128,American Society for Microbiology,0,Crossref,173,173,75,Energetic Basis of Microbial Growth and Persistence in Desert Ecosystems,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msystems.00495-19,5,"<jats:p>Microbial life is surprisingly abundant and diverse in global desert ecosystems. In these environments, microorganisms endure a multitude of physicochemical stresses, including low water potential, carbon and nitrogen starvation, and extreme temperatures. In this review, we summarize our current understanding of the energetic mechanisms and trophic dynamics that underpin microbial function in desert ecosystems. Accumulating evidence suggests that dormancy is a common strategy that facilitates microbial survival in response to water and carbon limitation.</jats:p>",en,mSystems,,,,,,,NA,NA,,10.1128_msystems.00495-19,Data/html/10.1128_msystems.00495-19
10.1128/msystems.00092-20,https://journals.asm.org/doi/10.1128/msystems.00092-20,mSystems,2020-06-29,2024-08-11,2020-06-30,10.1128/msystems.00092-20,2024-09-12,2379-5077,3,2020-06-30,235,10.1128,American Society for Microbiology,0,Crossref,62,62,39,Plant Hosts Modify Belowground Microbial Community Response to Extreme Drought,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msystems.00092-20,5,"<jats:p>Climate change causes significant alterations in precipitation and temperature regimes that are predicted to become more extreme throughout the next century. Microorganisms are important members within ecosystems, and how they respond to these changing abiotic stressors has large implications for the functioning of ecosystems, the recycling of nutrients, and the health of the aboveground plant community. Drought stress negatively impacts microbial activity, but the magnitude of this stress response may be dependent on above- and belowground interactions. This study demonstrates that beneficial associations between plants and microbes can enhance tolerance to abiotic stress.</jats:p>",en,mSystems,,,,,,,NA,NA,,10.1128_msystems.00092-20,Data/html/10.1128_msystems.00092-20
10.1128/msystems.00303-20,https://journals.asm.org/doi/10.1128/msystems.00303-20,mSystems,2020-06-15,2024-08-11,2020-06-30,10.1128/msystems.00303-20,2024-09-07,2379-5077,3,2020-06-30,235,10.1128,American Society for Microbiology,0,Crossref,33,33,29,"<i>Citrobacter</i>
            Species Increase Energy Harvest by Modulating Intestinal Microbiota in Fish: Nondominant Species Play Important Functions",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msystems.00303-20,5,"<jats:p>This study shows that the ability of gut microbiota members to enhance host energy harvest from a high-fat diet is a conserved feature of host-microbe interactions in fish, as in mammals. It also underscores that gut microbiota members are able to significantly impact host biology even when at low abundance.</jats:p>",en,mSystems,,,,,,,NA,NA,,10.1128_msystems.00303-20,Data/html/10.1128_msystems.00303-20
10.1128/msystems.00291-20,https://journals.asm.org/doi/10.1128/msystems.00291-20,mSystems,2020-06-22,2024-08-11,2020-06-30,10.1128/msystems.00291-20,2024-09-07,2379-5077,3,2020-06-30,235,10.1128,American Society for Microbiology,0,Crossref,49,49,48,GapMind: Automated Annotation of Amino Acid Biosynthesis,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msystems.00291-20,5,"<jats:p>Many microbes can make all of the amino acids (the building blocks of proteins). In principle, we should be able to predict which amino acids a microbe can make, and which it requires as nutrients, by checking its genome sequence for all of the necessary genes. However, in practice, it is difficult to check for all of the alternative pathways. Furthermore, new pathways and enzymes are still being discovered. We built an automated tool, GapMind, to annotate amino acid biosynthesis in bacterial and archaeal genomes. We used GapMind to list gaps: cases where a microbe makes an amino acid but a complete pathway cannot be identified in its genome. We used these gaps, together with data from mutants, to identify new pathways and enzymes. However, for most bacteria and archaea, we still do not know how they can make all of the amino acids.</jats:p>",en,mSystems,,,,,,,NA,NA,,10.1128_msystems.00291-20,Data/html/10.1128_msystems.00291-20
10.1128/msystems.00125-20,https://journals.asm.org/doi/10.1128/msystems.00125-20,mSystems,2020-06-01,2024-08-11,2020-06-30,10.1128/msystems.00125-20,2024-09-06,2379-5077,3,2020-06-30,235,10.1128,American Society for Microbiology,0,Crossref,71,71,40,"Comparative Genomics and Metabolomics in the Genus
            <i>Nocardia</i>",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msystems.00125-20,5,"<jats:p>
            Our work emphasizes that
            <jats:italic>Nocardia</jats:italic>
            represent a prolific source for natural products rivaling better-characterized genera such as
            <jats:italic>Streptomyces</jats:italic>
            or
            <jats:italic>Amycolatopsis</jats:italic>
            . Furthermore, we showed that large-scale analysis of biosynthetic gene clusters using similarity networks with high stringency allows the distinction and prediction of natural product structural variations. This will facilitate future genomics-driven drug discovery campaigns.
          </jats:p>",en,mSystems,,,,,,,NA,NA,,10.1128_msystems.00125-20,Data/html/10.1128_msystems.00125-20
10.1128/msystems.00239-20,https://journals.asm.org/doi/10.1128/msystems.00239-20,mSystems,2020-05-11,2024-08-11,2020-06-30,10.1128/msystems.00239-20,2024-08-12,2379-5077,3,2020-06-30,235,10.1128,American Society for Microbiology,0,Crossref,43,43,10,"Recombinant HcGAPDH Protein Expressed on Probiotic
            <i>Bacillus subtilis</i>
            Spores Protects Sheep from
            <i>Haemonchus contortus</i>
            Infection by Inducing both Humoral and Cell-Mediated Responses",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msystems.00239-20,5,"<jats:p>
            Initial analyses of the abomasal microbiota of sheep using 16S rRNA sequencing suggested that probiotic bacteria played a protective role in against
            <jats:italic>H. contortus</jats:italic>
            infection. A recombinant
            <jats:named-content content-type=""genus-species"">Bacillus subtilis</jats:named-content>
            expressing a fusion protein CotB-HcGAPDH on its spore’s surface induced strong Th1 immune response in a murine model. The same probiotic recombinant, upon only one oral application, protected sheep against
            <jats:italic>H. contortus</jats:italic>
            infection by reducing egg shedding and decreasing adult worm loads of the parasite and increasing body weight gain of infected sheep. Both Th1 and Th2 immune responses were evident in these immunized sheep.
          </jats:p>",en,mSystems,,,,,,,NA,NA,,10.1128_msystems.00239-20,Data/html/10.1128_msystems.00239-20
10.1128/msystems.00298-20,https://journals.asm.org/doi/10.1128/msystems.00298-20,mSystems,2020-06-08,2024-08-11,2020-06-30,10.1128/msystems.00298-20,2024-09-19,2379-5077,3,2020-06-30,235,10.1128,American Society for Microbiology,0,Crossref,69,69,109,Coupling Bacterial Community Assembly to Microbial Metabolism across Soil Profiles,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msystems.00298-20,5,<jats:p>We have provided a framework to better understand the mechanisms governing the balance between stochastic and deterministic processes and to integrate the shifts in community assembly processes with microbial carbon metabolism. Our study reinforced that environmental filtering and bacterial cooccurrence patterns influence the stochastic/deterministic continuum of soil bacterial community assembly and that stochasticity may act through deeper soil layers to influence carbon metabolism. Delineating theoretically the potential linkages between community assembly and SOC dynamics across a broad range of microbial systems represents an interesting topic for future research.</jats:p>,en,mSystems,,,,,,,NA,NA,,10.1128_msystems.00298-20,Data/html/10.1128_msystems.00298-20
10.1128/msystems.00757-19,https://journals.asm.org/doi/10.1128/msystems.00757-19,mSystems,2020-06-08,2024-08-11,2020-06-30,10.1128/msystems.00757-19,2024-09-11,2379-5077,3,2020-06-30,235,10.1128,American Society for Microbiology,0,Crossref,82,82,48,"Roles of Organohalide-Respiring
            <i>Dehalococcoidia</i>
            in Carbon Cycling",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msystems.00757-19,5,"<jats:p>
            The class
            <jats:italic>Dehalococcoidia</jats:italic>
            within the
            <jats:italic>Chloroflexi</jats:italic>
            phylum comprises the obligate organohalide-respiring genera
            <jats:italic>Dehalococcoides</jats:italic>
            ,
            <jats:italic>Dehalogenimonas</jats:italic>
            , and “
            <jats:italic>Candidatus</jats:italic>
            Dehalobium.” Knowledge of the unique ecophysiology and biochemistry of
            <jats:italic>Dehalococcoidia</jats:italic>
            has been largely derived from studies with enrichment cultures and isolates from sites impacted with chlorinated pollutants; however, culture-independent surveys found
            <jats:italic>Dehalococcoidia</jats:italic>
            sequences in marine, freshwater, and terrestrial biomes considered to be pristine (i.
          </jats:p>",en,mSystems,,,,,,,NA,NA,,10.1128_msystems.00757-19,Data/html/10.1128_msystems.00757-19
10.1128/msystems.00153-20,https://journals.asm.org/doi/10.1128/msystems.00153-20,mSystems,2020-06-15,2024-08-11,2020-06-30,10.1128/msystems.00153-20,2024-08-11,2379-5077,3,2020-06-30,235,10.1128,American Society for Microbiology,0,Crossref,37,37,59,Alterations in the Gut Microbiome in the Progression of Cirrhosis to Hepatocellular Carcinoma,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msystems.00153-20,5,"<jats:p>
            Development of hepatocellular carcinoma in patients with cirrhosis is associated with alterations in intestinal microbiota, including an escalation of dysbiosis and reduced bacterial richness. This study demonstrates that reduced bacterial richness and dysbiosis escalate with the progression of cirrhosis from compensated to decompensated cirrhosis and to HCC-associated cirrhosis (HCC-cirrhosis). Moreover, we report for the first time the effect of environmental factors on HCC-cirrhosis. Excess weight was associated with increased dysbiosis in patients with HCC compared to their normal-weight counterparts. Moreover, fatty liver, consumption of artificial sweeteners, and high-sugar foods were associated with altered microbial composition, including altered levels of
            <jats:named-content content-type=""genus-species"">Akkermansia muciniphila</jats:named-content>
            in HCC-cirrhosis. We have successfully determined that levels of
            <jats:italic>Alphaproteobacteria</jats:italic>
            and the two genera
            <jats:italic>CF231</jats:italic>
            and
            <jats:italic>Clostridium</jats:italic>
            are significantly altered in cirrhotic patients who develop hepatocellular carcinoma, independently of cirrhosis severity and dietary habits.
          </jats:p>",en,mSystems,,,,,,,NA,NA,,10.1128_msystems.00153-20,Data/html/10.1128_msystems.00153-20
10.1128/msystems.00415-20,https://journals.asm.org/doi/10.1128/msystems.00415-20,mSystems,2020-06-15,2024-08-11,2020-06-30,10.1128/msystems.00415-20,2024-08-22,2379-5077,3,2020-06-30,235,10.1128,American Society for Microbiology,0,Crossref,126,126,55,Heterotrophic Thaumarchaea with Small Genomes Are Widespread in the Dark Ocean,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msystems.00415-20,5,"<jats:p>
            It has been known for many years that marine
            <jats:italic>Thaumarchaeota</jats:italic>
            are abundant constituents of dark ocean microbial communities, where their ability to couple ammonia oxidation and carbon fixation plays a critical role in nutrient dynamics. In this study, we describe an abundant group of putatively heterotrophic marine
            <jats:italic>Thaumarchaeota</jats:italic>
            (HMT) in the ocean with physiology distinct from those of their ammonia-oxidizing relatives. HMT lack the ability to oxidize ammonia and fix carbon via the 3-hydroxypropionate/4-hydroxybutyrate pathway but instead encode a form III-a RuBisCO and diverse PQQ-dependent dehydrogenases that are likely used to conserve energy in the dark ocean. Our work expands the scope of known diversity of
            <jats:italic>Thaumarchaeota</jats:italic>
            in the ocean and provides important insight into a widespread marine lineage.
          </jats:p>",en,mSystems,,,,,,,NA,NA,,10.1128_msystems.00415-20,Data/html/10.1128_msystems.00415-20
10.1128/msystems.00352-20,https://journals.asm.org/doi/10.1128/msystems.00352-20,mSystems,2020-05-12,2024-08-11,2020-06-30,10.1128/msystems.00352-20,2024-08-27,2379-5077,3,2020-06-30,235,10.1128,American Society for Microbiology,0,Crossref,64,64,18,"Experimental Evolution
            <i>In Vivo</i>
            To Identify Selective Pressures during Pneumococcal Colonization",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msystems.00352-20,5,"<jats:p>
            Evolution is a powerful force that can be experimentally harnessed to gain insight into how populations evolve in response to selective pressures. Herein we tested the applicability of experimental evolutionary approaches to gain insight into how the major human pathogen
            <jats:named-content content-type=""genus-species"">Streptococcus pneumoniae</jats:named-content>
            responds to repeated colonization events using a murine model. These studies revealed the population dynamics of repeated colonization events and demonstrated that
            <jats:italic>in vivo</jats:italic>
            experimental evolution resulted in highly reproducible trajectories that reflect the environmental niche encountered during nasal colonization. Mutations impacting the surface charge of the bacteria were repeatedly selected during colonization and provided a fitness benefit in this niche that was counterbalanced by a corresponding fitness defect during lung infection. These data indicate that experimental evolution can be applied to models of pathogenesis to gain insight into organism-specific tissue tropisms.
          </jats:p>",en,mSystems,,,,,,,NA,NA,,10.1128_msystems.00352-20,Data/html/10.1128_msystems.00352-20
10.1128/msystems.00261-20,https://journals.asm.org/doi/10.1128/msystems.00261-20,mSystems,2020-06-29,2024-08-11,2020-06-30,10.1128/msystems.00261-20,2024-09-10,2379-5077,3,2020-06-30,235,10.1128,American Society for Microbiology,0,Crossref,66,66,15,Secondary Metabolism in the Gill Microbiota of Shipworms (Teredinidae) as Revealed by Comparison of Metagenomes and Nearly Complete Symbiont Genomes,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msystems.00261-20,5,"<jats:p>We define a system in which the major symbionts that are important to host biology and to the production of secondary metabolites can be cultivated. We show that symbiotic bacteria that are critical to host nutrition and lifestyle also have an immense capacity to produce a multitude of diverse and likely novel bioactive secondary metabolites that could lead to the discovery of drugs and that these pathways are found within shipworm gills. We propose that, by shaping associated microbial communities within the host, the compounds support the ability of shipworms to degrade wood in marine environments. Because these symbionts can be cultivated and genetically manipulated, they provide a powerful model for understanding how secondary metabolism impacts microbial symbiosis.</jats:p>",en,mSystems,,,,,,,NA,NA,,10.1128_msystems.00261-20,Data/html/10.1128_msystems.00261-20
10.1128/msystems.00258-20,https://journals.asm.org/doi/10.1128/msystems.00258-20,mSystems,2020-06-29,2024-08-11,2020-06-30,10.1128/msystems.00258-20,2024-08-11,2379-5077,3,2020-06-30,235,10.1128,American Society for Microbiology,0,Crossref,58,58,10,Metabolomics and Machine Learning Approaches Combined in Pursuit for More Accurate Paracoccidioidomycosis Diagnoses,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msystems.00258-20,5,"<jats:p>Paracoccidioidomycosis (PCM) is a fungal infection typically found in Latin American countries, especially in Brazil. The identification of this disease is based on techniques that may fail sometimes. Intending to improve PCM detection in patient samples, this study used the combination of two of the newest technologies, artificial intelligence and metabolomics. This combination allowed PCM detection, independently of disease form, through identification of a set of molecules present in patients’ blood. The great difference in this research was the ability to detect disease with better confidence than the routine methods employed today. Another important point is that among the molecules, it was possible to identify some indicators of contamination and other infection that might worsen patients’ condition. Thus, the present work shows a great potential to improve PCM diagnosis and even disease management, considering the possibility to identify concomitant harmful factors.</jats:p>",en,mSystems,,,,,,,NA,NA,,10.1128_msystems.00258-20,Data/html/10.1128_msystems.00258-20
10.1128/msystems.00412-20,https://journals.asm.org/doi/10.1128/msystems.00412-20,mSystems,2020-06-08,2024-08-11,2020-06-30,10.1128/msystems.00412-20,2024-08-11,2379-5077,3,2020-06-30,235,10.1128,American Society for Microbiology,0,Crossref,62,62,20,Shifts in the Bacterial Population and Ecosystem Functions in Response to Vegetation in the Yellow River Delta Wetlands,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msystems.00412-20,5,"<jats:p>
            Vegetation probably represents the most crucial step for the ecosystem functions of wetlands, but it is unclear how microbial populations and functions shift in pace with the colonization and succession of vegetation. In this study, we found that a
            <jats:italic>Cyanobacteria</jats:italic>
            monospecies genus and a
            <jats:italic>Gemmatimonadetes</jats:italic>
            multispecies genus are fastidiously predominant in the bare and vegetative wetlands of the Yellow River Delta, respectively. Consistently, photosynthesis genes were enriched exclusively in bare land, while genes involved in biological organic carbon metabolism and the cycling of main elements were highly expressed in vegetative wetlands, were mostly included in the MAG of
            <jats:italic>Gemmatimonadetes</jats:italic>
            , and were consistent with soil metabolomic results. Our results provide insight into the adaptive succession of predominant bacterial species and their ecosystem functions in response to the presence of vegetation.
          </jats:p>",en,mSystems,,,,,,,NA,NA,,10.1128_msystems.00412-20,Data/html/10.1128_msystems.00412-20
10.1128/msystems.00187-20,https://journals.asm.org/doi/10.1128/msystems.00187-20,mSystems,2020-06-15,2024-08-11,2020-06-30,10.1128/msystems.00187-20,2024-08-11,2379-5077,3,2020-06-30,235,10.1128,American Society for Microbiology,0,Crossref,53,53,2,Synthetic Symbiosis under Environmental Disturbances,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msystems.00187-20,5,"<jats:p>The power of synthetic biology is immense. Will it, however, be able to withstand the environmental pressures once released in the wild. As new technologies aim to do precisely the same, we use a much simpler model to test mathematically the effect of a changing environment on a synthetic biological system. We assume that the system is successful if it maintains proportions close to what we observe in the laboratory. Extreme deviations from the expected equilibrium are possible as the environment changes. Our study provides the conditions and the designer specifications which may need to be incorporated in the synthetic systems if we want such “ecoblocs” to survive in the wild.</jats:p>",en,mSystems,,,,,,,NA,NA,,10.1128_msystems.00187-20,Data/html/10.1128_msystems.00187-20
10.1128/msystems.00208-20,https://journals.asm.org/doi/10.1128/msystems.00208-20,mSystems,2020-05-18,2024-08-11,2020-06-30,10.1128/msystems.00208-20,2024-08-11,2379-5077,3,2020-06-30,235,10.1128,American Society for Microbiology,0,Crossref,31,31,9,Combined RNAseq and ChIPseq Analyses of the BvgA Virulence Regulator of Bordetella pertussis,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msystems.00208-20,5,"<jats:p>
            <jats:named-content content-type=""genus-species"">Bordetella pertussis</jats:named-content>
            , the etiological agent of whooping cough, remains a major global health problem. Despite the global usage of whole-cell vaccines since the 1950s and of acellular vaccines in the 1990s, it still is one of the most prevalent vaccine-preventable diseases in industrialized countries. Virulence of
            <jats:named-content content-type=""genus-species"">B. pertussis</jats:named-content>
            is controlled by BvgA/S, a two-component system responsible for upregulation of virulence-activated genes (
            <jats:italic>vag</jats:italic>
            s) and downregulation of virulence-repressed genes (
            <jats:italic>vrg</jats:italic>
            s). By transcriptome sequencing (RNAseq) analyses, we identified more than 270
            <jats:italic>vag</jats:italic>
            s or
            <jats:italic>vrg</jats:italic>
            s, and chromatin immunoprecipitation sequencing (ChIPseq) analyses revealed 148 BvgA-binding sites, 91 within putative promoter regions, 52 within open reading frames, and 5 in noncoding regions. Some
            <jats:italic>vag</jats:italic>
            s, such as
            <jats:italic>dnt</jats:italic>
            and
            <jats:italic>fhaL</jats:italic>
            , do not contain a BvgA-binding site, suggesting indirect regulation. In contrast, several
            <jats:italic>vrg</jats:italic>
            s and some genes not identified by RNAseq analyses under laboratory conditions contain strong BvgA-binding sites, indicating previously unappreciated complexities of BvgA/S biology.
          </jats:p>",en,mSystems,,,,,,,NA,NA,,10.1128_msystems.00208-20,Data/html/10.1128_msystems.00208-20
10.1128/msystems.00377-20,https://journals.asm.org/doi/10.1128/msystems.00377-20,mSystems,2020-06-08,2024-08-11,2020-06-30,10.1128/msystems.00377-20,2024-08-11,2379-5077,3,2020-06-30,235,10.1128,American Society for Microbiology,0,Crossref,47,47,23,"Spatial Compartmentalization of the Microbiome between the Lumen and Crypts Is Lost in the Murine Cecum following the Process of Surgery, Including Overnight Fasting and Exposure to Antibiotics",journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msystems.00377-20,5,"<jats:p>The proximal colon and cecum are two intestinal regions in which the microbiome localizes to two spatially distinct compartments, the lumen and crypts. The differences in composition and function of luminal and crypt microbiome in the cecum and the effect of physiological stress on their compartmentalization remain poorly characterized. Here, we characterized the composition and function of the lumen-, mucus-, and crypt-associated microbiome in the cecum of mice. We observed a highly ordered microbial architecture within the cecum whose assembly and function become markedly disrupted when provoked by physiological stress such as surgery and its attendant preoperative treatments (i.e., overnight fasting and antibiotics). Major shifts in local physicochemical cues including a decrease in hypoxia levels, an increase in pH, and a loss of butyrate production were associated with the loss of compositional and functional compartmentalization of the cecal microbiome.</jats:p>",en,mSystems,,,,,,,NA,NA,,10.1128_msystems.00377-20,Data/html/10.1128_msystems.00377-20
10.1128/msystems.00259-20,https://journals.asm.org/doi/10.1128/msystems.00259-20,mSystems,2020-06-08,2024-08-11,2020-06-30,10.1128/msystems.00259-20,2024-09-09,2379-5077,3,2020-06-30,235,10.1128,American Society for Microbiology,0,Crossref,44,44,20,Emergence of Metabolite Provisioning as a By-Product of Evolved Biological Functions,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msystems.00259-20,5,"<jats:p>Microbes commonly use metabolites produced by other organisms to compete effectively with others in their environment. As a result, microbial communities are composed of networks of metabolically interdependent organisms. How these networks evolve and shape population diversity, stability, and community function is a subject of active research. But how did these metabolic interactions develop initially? In particular, how and why are metabolites such as amino acids, cofactors, and nucleobases released for the benefit of others when there apparently is no incentive to do so? Here, we discuss the hypothesis that metabolite provisioning is not itself adaptive but rather can be a natural consequence of other evolved biological functions.</jats:p>",en,mSystems,,,,,,,NA,NA,,10.1128_msystems.00259-20,Data/html/10.1128_msystems.00259-20
10.1128/msystems.00246-20,https://journals.asm.org/doi/10.1128/msystems.00246-20,mSystems,2020-06-15,2024-08-11,2020-06-30,10.1128/msystems.00246-20,2024-09-16,2379-5077,3,2020-06-30,235,10.1128,American Society for Microbiology,0,Crossref,127,127,23,Viral Ecogenomics of Arctic Cryopeg Brine and Sea Ice,journal-article,http://dx.doi.org/10.1128/asmj-crossmark-policy-page,http://dx.doi.org/10.1128/msystems.00246-20,5,"<jats:p>This study explores viral community structure and function in remote and extreme Arctic environments, including subzero brines within marine layers of permafrost and sea ice, using a modern viral ecogenomics toolkit for the first time. In addition to providing foundational data sets for these climate-threatened habitats, we found evidence that the viruses had habitat specificity, infected dominant microbial hosts, encoded host-derived metabolic genes, and mediated horizontal gene transfer among hosts. These results advance our understanding of the virosphere and how viruses influence extreme ecosystems. More broadly, the evidence that virally mediated gene transfers may be limited by host range in these extreme habitats contributes to a mechanistic understanding of genetic exchange among microbes under stressful conditions in other systems.</jats:p>",en,mSystems,,,,,,,NA,NA,,10.1128_msystems.00246-20,Data/html/10.1128_msystems.00246-20
